*BaseSeed:1000,Group:1
*CHUNK,SEED:1009,GROUP:B
1001,7,14
1002,6,13
1003,2,9
1004,5,12
1005,6,13
1006,6,13
1007,4,11
1008,5,12
1009,3,10
1010,4,11
1011,7,14
1012,8,15
1013,2,9
1014,3,10
1015,8,15
1016,8,15
1017,1,8
1018,1,8
1019,3,10
1020,1,8
1021,2,9
1022,7,14
1023,4,11
1024,5,12
*CHUNK,SEED:1001,GROUP:B
1025,7,14
1026,1,8
1027,3,10
1028,7,14
1029,6,13
1030,8,15
1031,5,12
1032,5,12
1033,3,10
1034,4,11
1035,4,11
1036,2,9
1037,2,9
1038,1,8
1039,6,13
1040,8,15
1041,2,9
1042,1,8
1043,7,14
1044,6,13
1045,8,15
1046,3,10
1047,4,11
1048,5,12
*BREAK*
*CHUNK,GROUP:B
1049,3,10
1050,8,15
1051,4,11
1052,5,12
1053,1,8
1054,3,10
1055,4,11
1056,5,12
1057,4,11
1058,2,9
1059,8,15
1060,8,15
1061,6,13
1062,5,12
1063,7,14
1064,2,9
1065,6,13
1066,1,8
1067,7,14
1068,3,10
1069,1,8
1070,6,13
1071,2,9
1072,7,14
*CHUNK,SEED:1006,GROUP:A
1073,2,1
1074,5,4
1075,8,7
1076,2,1
1077,6,5
1078,1,0
1079,1,0
1080,7,6
1081,6,5
1082,5,4
1083,1,0
1084,3,2
1085,3,2
1086,2,1
1087,4,3
1088,8,7
1089,8,7
1090,4,3
1091,4,3
1092,7,6
1093,6,5
1094,5,4
1095,7,6
1096,3,2
*BREAK*
*CHUNK,GROUP:A
1097,2,1
1098,8,7
1099,7,6
1100,3,2
1101,2,1
1102,4,3
1103,8,7
1104,3,2
1105,5,4
1106,4,3
1107,1,0
1108,1,0
1109,6,5
1110,6,5
1111,4,3
1112,6,5
1113,5,4
1114,7,6
1115,7,6
1116,2,1
1117,1,0
1118,8,7
1119,3,2
1120,5,4
*CHUNK,SEED:1007,GROUP:A
1121,1,0
1122,3,2
1123,6,5
1124,6,5
1125,6,5
1126,3,2
1127,5,4
1128,4,3
1129,5,4
1130,2,1
1131,8,7
1132,4,3
1133,5,4
1134,8,7
1135,7,6
1136,1,0
1137,7,6
1138,8,7
1139,2,1
1140,7,6
1141,4,3
1142,3,2
1143,1,0
1144,2,1
*BREAK*
*CHUNK,GROUP:A
1145,1,0
1146,6,5
1147,2,1
1148,3,2
1149,2,1
1150,8,7
1151,3,2
1152,5,4
1153,8,7
1154,6,5
1155,3,2
1156,7,6
1157,7,6
1158,6,5
1159,7,6
1160,1,0
1161,5,4
1162,4,3
1163,8,7
1164,5,4
1165,4,3
1166,2,1
1167,1,0
1168,4,3
*CHUNK,SEED:1002,GROUP:B
1169,6,13
1170,7,14
1171,1,8
1172,3,10
1173,6,13
1174,2,9
1175,1,8
1176,3,10
1177,3,10
1178,2,9
1179,5,12
1180,5,12
1181,6,13
1182,8,15
1183,1,8
1184,4,11
1185,8,15
1186,7,14
1187,8,15
1188,5,12
1189,2,9
1190,4,11
1191,7,14
1192,4,11
*BREAK*
*CHUNK,GROUP:B
1193,1,8
1194,6,13
1195,6,13
1196,4,11
1197,1,8
1198,8,15
1199,6,13
1200,5,12
1201,7,14
1202,4,11
1203,8,15
1204,4,11
1205,2,9
1206,7,14
1207,2,9
1208,7,14
1209,5,12
1210,5,12
1211,8,15
1212,2,9
1213,3,10
1214,1,8
1215,3,10
1216,3,10
*CHUNK,SEED:1003,GROUP:B
1217,5,12
1218,4,11
1219,7,14
1220,7,14
1221,6,13
1222,3,10
1223,5,12
1224,8,15
1225,1,8
1226,6,13
1227,2,9
1228,5,12
1229,8,15
1230,4,11
1231,4,11
1232,6,13
1233,3,10
1234,2,9
1235,8,15
1236,3,10
1237,1,8
1238,2,9
1239,1,8
1240,7,14
*BREAK*
*CHUNK,GROUP:B
1241,7,14
1242,5,12
1243,8,15
1244,4,11
1245,1,8
1246,4,11
1247,1,8
1248,7,14
1249,3,10
1250,6,13
1251,8,15
1252,2,9
1253,4,11
1254,8,15
1255,6,13
1256,2,9
1257,7,14
1258,3,10
1259,1,8
1260,2,9
1261,6,13
1262,5,12
1263,5,12
1264,3,10
*CHUNK,SEED:1008,GROUP:A
1265,8,7
1266,8,7
1267,4,3
1268,1,0
1269,6,5
1270,4,3
1271,1,0
1272,1,0
1273,5,4
1274,7,6
1275,7,6
1276,6,5
1277,8,7
1278,4,3
1279,3,2
1280,5,4
1281,3,2
1282,3,2
1283,2,1
1284,2,1
1285,2,1
1286,7,6
1287,6,5
1288,5,4
*BREAK*
*CHUNK,GROUP:A
1289,7,6
1290,4,3
1291,3,2
1292,2,1
1293,2,1
1294,6,5
1295,5,4
1296,6,5
1297,4,3
1298,8,7
1299,2,1
1300,3,2
1301,3,2
1302,8,7
1303,4,3
1304,5,4
1305,1,0
1306,1,0
1307,1,0
1308,7,6
1309,8,7
1310,5,4
1311,7,6
1312,6,5
*CHUNK,SEED:1005,GROUP:A
1313,3,2
1314,7,6
1315,2,1
1316,6,5
1317,6,5
1318,7,6
1319,5,4
1320,1,0
1321,8,7
1322,1,0
1323,2,1
1324,1,0
1325,7,6
1326,3,2
1327,6,5
1328,4,3
1329,3,2
1330,5,4
1331,2,1
1332,8,7
1333,5,4
1334,4,3
1335,4,3
1336,8,7
*BREAK*
*CHUNK,GROUP:A
1337,4,3
1338,1,0
1339,5,4
1340,3,2
1341,2,1
1342,7,6
1343,6,5
1344,2,1
1345,1,0
1346,3,2
1347,2,1
1348,6,5
1349,4,3
1350,5,4
1351,8,7
1352,3,2
1353,6,5
1354,1,0
1355,7,6
1356,7,6
1357,8,7
1358,4,3
1359,8,7
1360,5,4
*CHUNK,SEED:1004,GROUP:B
1361,4,11
1362,2,9
1363,5,12
1364,3,10
1365,7,14
1366,6,13
1367,1,8
1368,5,12
1369,8,15
1370,4,11
1371,2,9
1372,8,15
1373,3,10
1374,4,11
1375,1,8
1376,1,8
1377,6,13
1378,8,15
1379,2,9
1380,7,14
1381,5,12
1382,6,13
1383,7,14
1384,3,10
*BREAK*
*CHUNK,GROUP:B
1385,6,13
1386,3,10
