*BaseSeed:1005,Group:0
*CHUNK,SEED:1014,GROUP:A
1001,2,1
1002,2,1
1003,8,7
1004,8,7
1005,5,4
1006,6,5
1007,1,0
1008,6,5
1009,6,5
1010,5,4
1011,3,2
1012,1,0
1013,4,3
1014,4,3
1015,7,6
1016,7,6
1017,7,6
1018,3,2
1019,8,7
1020,2,1
1021,1,0
1022,4,3
1023,3,2
1024,5,4
*CHUNK,SEED:1006,GROUP:A
1025,2,1
1026,5,4
1027,8,7
1028,2,1
1029,6,5
1030,1,0
1031,1,0
1032,7,6
1033,6,5
1034,5,4
1035,1,0
1036,3,2
1037,3,2
1038,2,1
1039,4,3
1040,8,7
1041,8,7
1042,4,3
1043,4,3
1044,7,6
1045,6,5
1046,5,4
1047,7,6
1048,3,2
*BREAK*
*CHUNK,GROUP:A
1049,2,1
1050,8,7
1051,7,6
1052,3,2
1053,2,1
1054,4,3
1055,8,7
1056,3,2
1057,5,4
1058,4,3
1059,1,0
1060,1,0
1061,6,5
1062,6,5
1063,4,3
1064,6,5
1065,5,4
1066,7,6
1067,7,6
1068,2,1
1069,1,0
1070,8,7
1071,3,2
1072,5,4
*CHUNK,SEED:1011,GROUP:B
1073,5,12
1074,1,8
1075,6,13
1076,4,11
1077,6,13
1078,2,9
1079,5,12
1080,8,15
1081,1,8
1082,7,14
1083,4,11
1084,3,10
1085,2,9
1086,1,8
1087,2,9
1088,7,14
1089,6,13
1090,4,11
1091,8,15
1092,3,10
1093,7,14
1094,3,10
1095,8,15
1096,5,12
*BREAK*
*CHUNK,GROUP:B
1097,2,9
1098,7,14
1099,3,10
1100,8,15
1101,2,9
1102,4,11
1103,4,11
1104,2,9
1105,6,13
1106,6,13
1107,5,12
1108,1,8
1109,4,11
1110,6,13
1111,8,15
1112,7,14
1113,5,12
1114,3,10
1115,5,12
1116,8,15
1117,1,8
1118,1,8
1119,3,10
1120,7,14
*CHUNK,SEED:1012,GROUP:B
1121,4,11
1122,7,14
1123,3,10
1124,8,15
1125,5,12
1126,3,10
1127,1,8
1128,5,12
1129,8,15
1130,3,10
1131,4,11
1132,6,13
1133,5,12
1134,7,14
1135,6,13
1136,1,8
1137,2,9
1138,1,8
1139,7,14
1140,2,9
1141,6,13
1142,2,9
1143,4,11
1144,8,15
*BREAK*
*CHUNK,GROUP:B
1145,8,15
1146,5,12
1147,4,11
1148,8,15
1149,2,9
1150,1,8
1151,6,13
1152,3,10
1153,1,8
1154,7,14
1155,4,11
1156,7,14
1157,6,13
1158,6,13
1159,4,11
1160,2,9
1161,8,15
