*BaseSeed:1003,Group:0
*CHUNK,SEED:1012,GROUP:A
1001,4,3
1002,7,6
1003,3,2
1004,8,7
1005,5,4
1006,3,2
1007,1,0
1008,5,4
1009,8,7
1010,3,2
1011,4,3
1012,6,5
1013,5,4
1014,7,6
1015,6,5
1016,1,0
1017,2,1
1018,1,0
1019,7,6
1020,2,1
1021,6,5
1022,2,1
1023,4,3
1024,8,7
*CHUNK,SEED:1004,GROUP:A
1025,4,3
1026,2,1
1027,5,4
1028,3,2
1029,7,6
1030,6,5
1031,1,0
1032,5,4
1033,8,7
1034,4,3
1035,2,1
1036,8,7
1037,3,2
1038,4,3
1039,1,0
1040,1,0
1041,6,5
1042,8,7
1043,2,1
1044,7,6
1045,5,4
1046,6,5
1047,7,6
1048,3,2
*BREAK*
*CHUNK,GROUP:A
1049,6,5
1050,3,2
1051,2,1
1052,4,3
1053,1,0
1054,2,1
1055,4,3
1056,1,0
1057,7,6
1058,1,0
1059,2,1
1060,8,7
1061,7,6
1062,3,2
1063,5,4
1064,7,6
1065,4,3
1066,5,4
1067,5,4
1068,8,7
1069,6,5
1070,6,5
1071,8,7
1072,3,2
*CHUNK,SEED:1009,GROUP:B
1073,7,14
1074,6,13
1075,2,9
1076,5,12
1077,6,13
1078,6,13
1079,4,11
1080,5,12
1081,3,10
1082,4,11
1083,7,14
1084,8,15
1085,2,9
1086,3,10
1087,8,15
1088,8,15
1089,1,8
1090,1,8
1091,3,10
1092,1,8
1093,2,9
1094,7,14
1095,4,11
1096,5,12
*BREAK*
*CHUNK,GROUP:B
1097,5,12
1098,2,9
1099,6,13
1100,1,8
1101,3,10
1102,3,10
1103,7,14
1104,8,15
1105,7,14
1106,2,9
1107,4,11
1108,8,15
1109,5,12
1110,2,9
1111,8,15
1112,7,14
1113,3,10
1114,6,13
1115,1,8
1116,4,11
1117,4,11
1118,6,13
1119,5,12
1120,1,8
*CHUNK,SEED:1010,GROUP:B
1121,6,13
1122,3,10
1123,8,15
1124,1,8
1125,5,12
1126,8,15
1127,1,8
1128,3,10
1129,2,9
1130,2,9
1131,6,13
1132,3,10
1133,7,14
1134,4,11
1135,5,12
1136,4,11
1137,7,14
1138,7,14
1139,5,12
1140,1,8
1141,4,11
1142,2,9
1143,8,15
1144,6,13
*BREAK*
*CHUNK,GROUP:B
1145,4,11
1146,1,8
1147,8,15
1148,1,8
1149,3,10
1150,7,14
1151,2,9
1152,1,8
1153,3,10
1154,5,12
1155,5,12
1156,6,13
1157,2,9
1158,5,12
1159,6,13
1160,4,11
1161,6,13
1162,7,14
1163,4,11
1164,2,9
1165,8,15
1166,7,14
1167,8,15
1168,3,10
*CHUNK,SEED:1005,GROUP:A
1169,3,2
1170,7,6
1171,2,1
1172,6,5
1173,6,5
1174,7,6
1175,5,4
1176,1,0
1177,8,7
1178,1,0
1179,2,1
1180,1,0
1181,7,6
1182,3,2
1183,6,5
1184,4,3
1185,3,2
1186,5,4
1187,2,1
1188,8,7
1189,5,4
1190,4,3
1191,4,3
1192,8,7
*BREAK*
*CHUNK,GROUP:A
1193,4,3
1194,1,0
1195,5,4
1196,3,2
1197,2,1
1198,7,6
1199,6,5
1200,2,1
1201,1,0
1202,3,2
1203,2,1
1204,6,5
1205,4,3
1206,5,4
1207,8,7
1208,3,2
1209,6,5
1210,1,0
1211,7,6
1212,7,6
1213,8,7
1214,4,3
1215,8,7
1216,5,4
*CHUNK,SEED:1006,GROUP:A
1217,2,1
1218,5,4
1219,8,7
1220,2,1
1221,6,5
1222,1,0
1223,1,0
1224,7,6
1225,6,5
1226,5,4
1227,1,0
1228,3,2
1229,3,2
1230,2,1
1231,4,3
1232,8,7
1233,8,7
1234,4,3
1235,4,3
1236,7,6
1237,6,5
1238,5,4
1239,7,6
1240,3,2
*BREAK*
*CHUNK,GROUP:A
1241,2,1
1242,8,7
1243,7,6
1244,3,2
1245,2,1
1246,4,3
1247,8,7
1248,3,2
1249,5,4
1250,4,3
1251,1,0
1252,1,0
1253,6,5
1254,6,5
1255,4,3
1256,6,5
1257,5,4
1258,7,6
1259,7,6
1260,2,1
1261,1,0
1262,8,7
1263,3,2
1264,5,4
*CHUNK,SEED:1011,GROUP:B
