"ID";"congruency";"RT";"accuracy"
1;"congruent";415;1
1;"congruent";376;1
1;"congruent";303;1
1;"incongruent";453;1
1;"congruent";359;1
1;"congruent";422;1
1;"congruent";310;1
1;"incongruent";428;0
1;"congruent";477;1
1;"congruent";543;1
1;"incongruent";531;1
1;"congruent";454;1
1;"congruent";384;1
1;"incongruent";503;1
1;"congruent";522;1
1;"congruent";349;1
1;"congruent";492;1
1;"congruent";415;1
1;"incongruent";375;0
1;"congruent";575;1
1;"congruent";467;1
1;"congruent";365;1
1;"incongruent";604;1
1;"congruent";489;1
1;"congruent";531;1
1;"incongruent";535;1
1;"congruent";514;1
1;"congruent";438;1
1;"congruent";391;1
1;"incongruent";567;1
1;"congruent";507;1
1;"congruent";486;1
1;"congruent";328;1
1;"congruent";351;1
1;"incongruent";454;1
1;"congruent";423;1
1;"congruent";360;1
1;"congruent";319;1
1;"incongruent";509;1
1;"congruent";400;1
1;"congruent";440;1
1;"incongruent";441;1
1;"congruent";442;1
1;"congruent";332;1
1;"congruent";434;1
1;"congruent";371;1
1;"incongruent";514;1
1;"congruent";453;1
1;"congruent";383;1
1;"congruent";382;1
1;"incongruent";790;1
1;"congruent";520;1
1;"incongruent";427;0
1;"congruent";428;1
1;"congruent";461;1
1;"congruent";462;1
1;"incongruent";776;1
1;"congruent";458;1
1;"congruent";388;1
1;"congruent";387;1
1;"incongruent";491;1
1;"congruent";413;1
1;"congruent";406;1
1;"incongruent";606;1
1;"congruent";403;1
1;"incongruent";547;1
1;"congruent";423;1
1;"congruent";312;1
1;"congruent";366;1
1;"congruent";445;1
1;"incongruent";310;0
1;"congruent";564;1
1;"congruent";360;1
1;"congruent";368;1
1;"congruent";343;1
1;"congruent";565;1
1;"incongruent";473;1
1;"congruent";468;1
1;"incongruent";397;1
1;"congruent";525;1
1;"congruent";432;1
1;"congruent";401;1
1;"congruent";337;1
1;"incongruent";528;1
1;"congruent";427;1
1;"congruent";380;1
1;"congruent";371;1
1;"congruent";370;1
1;"incongruent";474;1
1;"congruent";572;1
1;"incongruent";424;1
1;"congruent";473;1
1;"congruent";371;1
1;"congruent";354;1
1;"congruent";441;1
1;"incongruent";506;1
1;"congruent";421;1
1;"congruent";317;1
1;"incongruent";339;1
1;"congruent";514;1
1;"congruent";380;1
1;"incongruent";348;1
1;"congruent";427;1
1;"congruent";396;1
1;"incongruent";484;1
1;"congruent";438;1
1;"congruent";423;1
1;"congruent";400;1
1;"congruent";464;1
1;"congruent";354;1
1;"incongruent";528;1
1;"congruent";436;1
1;"congruent";324;1
1;"incongruent";314;1
1;"congruent";496;1
1;"congruent";451;1
1;"congruent";452;1
1;"congruent";310;1
1;"incongruent";563;1
1;"congruent";376;0
1;"congruent";591;1
1;"congruent";428;1
1;"congruent";325;1
1;"incongruent";507;1
1;"congruent";478;1
1;"congruent";464;1
1;"congruent";417;1
1;"incongruent";538;1
1;"congruent";429;1
1;"incongruent";550;1
1;"congruent";442;1
1;"congruent";363;1
1;"congruent";354;1
1;"congruent";513;1
1;"congruent";348;1
1;"incongruent";467;1
1;"congruent";548;1
1;"incongruent";432;1
1;"congruent";433;1
1;"congruent";402;1
1;"congruent";314;1
1;"congruent";384;1
1;"congruent";352;1
1;"congruent";542;1
1;"congruent";298;1
1;"incongruent";464;1
1;"congruent";425;1
1;"congruent";378;1
1;"congruent";434;1
1;"congruent";386;1
1;"congruent";330;1
1;"incongruent";528;1
1;"congruent";508;1
1;"incongruent";358;0
1;"congruent";613;1
1;"congruent";459;1
1;"congruent";380;1
1;"congruent";396;1
1;"congruent";420;1
1;"incongruent";484;1
1;"congruent";335;1
1;"incongruent";493;1
1;"congruent";448;1
1;"congruent";361;1
1;"incongruent";544;1
1;"congruent";412;1
1;"congruent";924;1
1;"congruent";362;1
1;"congruent";433;1
1;"congruent";378;1
1;"incongruent";457;1
1;"congruent";435;1
1;"congruent";339;1
1;"incongruent";490;1
1;"congruent";460;1
1;"congruent";350;1
1;"congruent";333;1
1;"incongruent";371;0
1;"congruent";514;1
1;"congruent";373;1
1;"congruent";372;1
1;"congruent";532;1
1;"congruent";367;1
1;"incongruent";574;1
1;"congruent";347;1
1;"incongruent";450;1
1;"congruent";627;1
1;"congruent";985;1
1;"congruent";344;1
1;"congruent";430;1
1;"congruent";335;1
1;"congruent";526;1
1;"incongruent";433;0
1;"congruent";570;1
1;"congruent";318;1
1;"incongruent";524;1
1;"congruent";495;1
1;"congruent";306;1
1;"incongruent";607;1
1;"congruent";508;1
2;"congruent";351;1
2;"congruent";287;1
2;"congruent";332;1
2;"incongruent";418;1
2;"congruent";315;1
2;"congruent";328;1
2;"congruent";502;1
2;"incongruent";873;1
2;"congruent";293;1
2;"congruent";370;1
2;"incongruent";281;1
2;"congruent";278;1
2;"congruent";339;1
2;"incongruent";329;0
2;"congruent";351;1
2;"congruent";366;1
2;"congruent";357;1
2;"congruent";292;1
2;"incongruent";569;1
2;"congruent";302;1
2;"congruent";315;1
2;"congruent";305;1
2;"incongruent";550;1
2;"congruent";330;1
2;"congruent";288;1
2;"incongruent";510;1
2;"congruent";368;1
2;"congruent";232;1
2;"congruent";243;1
2;"incongruent";279;0
2;"congruent";340;1
2;"congruent";314;1
2;"congruent";256;1
2;"congruent";316;1
2;"incongruent";346;0
2;"congruent";337;1
2;"congruent";279;1
2;"congruent";316;1
2;"incongruent";370;1
2;"congruent";305;1
2;"congruent";319;1
2;"incongruent";365;1
2;"congruent";388;1
2;"congruent";291;1
2;"congruent";249;1
2;"congruent";293;1
2;"incongruent";290;0
2;"congruent";351;1
2;"congruent";321;1
2;"congruent";324;1
2;"incongruent";386;0
2;"congruent";274;1
2;"incongruent";407;1
2;"congruent";367;1
2;"congruent";358;1
2;"congruent";373;1
2;"incongruent";364;1
2;"congruent";339;1
2;"congruent";329;1
2;"congruent";295;1
2;"incongruent";365;1
2;"congruent";292;1
2;"congruent";289;1
2;"incongruent";270;0
2;"congruent";363;1
2;"incongruent";546;1
2;"congruent";294;1
2;"congruent";299;1
2;"congruent";328;1
2;"congruent";334;1
2;"incongruent";301;0
2;"congruent";330;1
2;"congruent";368;1
2;"congruent";327;1
2;"congruent";285;1
2;"congruent";315;1
2;"incongruent";312;1
2;"congruent";366;1
2;"incongruent";453;1
2;"congruent";366;1
2;"congruent";349;1
2;"congruent";356;1
2;"congruent";299;1
2;"incongruent";296;0
2;"congruent";373;1
2;"congruent";261;1
2;"congruent";377;1
2;"congruent";336;1
2;"incongruent";463;1
2;"congruent";336;1
2;"incongruent";287;0
2;"congruent";388;1
2;"congruent";355;1
2;"congruent";322;1
2;"congruent";272;1
2;"incongruent";293;1
2;"congruent";274;1
2;"congruent";335;1
2;"incongruent";285;0
2;"congruent";387;1
2;"congruent";322;1
2;"incongruent";480;1
2;"congruent";298;1
2;"congruent";351;1
2;"incongruent";310;0
2;"congruent";436;1
2;"congruent";317;1
2;"congruent";298;1
2;"congruent";280;1
2;"congruent";325;1
2;"incongruent";467;1
2;"congruent";300;1
2;"congruent";338;1
2;"incongruent";424;1
2;"congruent";345;1
2;"congruent";359;1
2;"congruent";334;1
2;"congruent";316;1
2;"incongruent";426;1
2;"congruent";363;1
2;"congruent";306;1
2;"congruent";320;1
2;"congruent";278;1
2;"incongruent";403;1
2;"congruent";315;1
2;"congruent";368;1
2;"congruent";319;1
2;"incongruent";397;1
2;"congruent";309;1
2;"incongruent";355;1
2;"congruent";426;1
2;"congruent";355;1
2;"congruent";329;1
2;"congruent";255;1
2;"congruent";324;1
2;"incongruent";346;0
2;"congruent";416;1
2;"incongruent";289;0
2;"congruent";413;1
2;"congruent";294;1
2;"congruent";347;1
2;"congruent";338;1
2;"congruent";377;1
2;"congruent";336;1
2;"congruent";310;1
2;"incongruent";372;0
2;"congruent";451;1
2;"congruent";332;1
2;"congruent";339;1
2;"congruent";353;1
2;"congruent";264;1
2;"incongruent";556;1
2;"congruent";368;1
2;"incongruent";423;1
2;"congruent";288;1
2;"congruent";277;1
2;"congruent";370;1
2;"congruent";329;1
2;"congruent";295;1
2;"incongruent";308;0
2;"congruent";330;1
2;"incongruent";496;1
2;"congruent";339;1
2;"congruent";321;1
2;"incongruent";359;1
2;"congruent";358;1
2;"congruent";277;1
2;"congruent";361;1
2;"congruent";376;1
2;"congruent";271;1
2;"incongruent";532;1
2;"congruent";351;1
2;"congruent";310;1
2;"incongruent";476;1
2;"congruent";366;1
2;"congruent";261;1
2;"congruent";369;1
2;"incongruent";424;1
2;"congruent";281;1
2;"congruent";294;1
2;"congruent";299;1
2;"congruent";272;1
2;"congruent";333;1
2;"incongruent";268;0
2;"congruent";416;1
2;"incongruent";456;1
2;"congruent";354;1
2;"congruent";353;1
2;"congruent";368;1
2;"congruent";359;1
2;"congruent";270;1
2;"congruent";339;1
2;"incongruent";393;1
2;"congruent";360;1
2;"congruent";351;1
2;"incongruent";566;1
2;"congruent";378;1
2;"congruent";346;1
2;"incongruent";360;1
2;"congruent";303;1
3;"congruent";491;1
3;"congruent";454;1
3;"congruent";383;1
3;"incongruent";422;1
3;"congruent";471;1
3;"congruent";472;1
3;"congruent";442;1
3;"incongruent";563;1
3;"congruent";327;1
3;"congruent";348;1
3;"incongruent";347;1
3;"congruent";345;1
3;"congruent";448;1
3;"incongruent";473;1
3;"congruent";322;1
3;"congruent";368;1
3;"congruent";304;1
3;"congruent";429;1
3;"incongruent";493;1
3;"congruent";376;1
3;"congruent";375;1
3;"congruent";382;1
3;"incongruent";405;0
3;"congruent";445;1
3;"congruent";455;1
3;"incongruent";464;1
3;"congruent";497;1
3;"congruent";460;1
3;"congruent";437;1
3;"incongruent";454;1
3;"congruent";399;1
3;"congruent";351;1
3;"congruent";557;1
3;"congruent";329;1
3;"incongruent";343;1
3;"congruent";349;1
3;"congruent";324;1
3;"congruent";402;1
3;"incongruent";434;1
3;"congruent";283;0
3;"congruent";543;1
3;"incongruent";515;1
3;"congruent";606;1
3;"congruent";531;1
3;"congruent";422;1
3;"congruent";431;1
3;"incongruent";543;1
3;"congruent";371;1
3;"congruent";410;1
3;"congruent";682;1
3;"incongruent";393;1
3;"congruent";361;1
3;"incongruent";464;1
3;"congruent";345;1
3;"congruent";512;1
3;"congruent";347;1
3;"incongruent";457;1
3;"congruent";354;1
3;"congruent";377;1
3;"congruent";448;1
3;"incongruent";505;1
3;"congruent";436;1
3;"congruent";309;1
3;"incongruent";426;1
3;"congruent";275;1
3;"incongruent";423;1
3;"congruent";279;1
3;"congruent";444;1
3;"congruent";349;1
3;"congruent";307;1
3;"incongruent";329;1
3;"congruent";319;1
3;"congruent";421;1
3;"congruent";357;1
3;"congruent";452;1
3;"congruent";357;1
3;"incongruent";372;1
3;"congruent";387;1
3;"incongruent";330;1
3;"congruent";409;1
3;"congruent";345;1
3;"congruent";279;1
3;"congruent";540;1
3;"incongruent";575;1
3;"congruent";427;1
3;"congruent";380;1
3;"congruent";387;1
3;"congruent";419;1
3;"incongruent";595;1
3;"congruent";552;1
3;"incongruent";427;1
3;"congruent";364;1
3;"congruent";339;1
3;"congruent";369;1
3;"congruent";352;1
3;"incongruent";327;1
3;"congruent";340;1
3;"congruent";435;1
3;"incongruent";260;1
3;"congruent";368;1
