*BaseSeed:2000,Group:1
*CHUNK,SEED:2001,GROUP:B
1001,7,14
1002,5,12
1003,1,8
1004,7,14
1005,3,10
1006,7,14
1007,7,14
1008,2,9
1009,2,9
1010,1,8
1011,5,12
1012,1,8
1013,5,12
1014,6,13
1015,3,10
1016,6,13
1017,6,13
1018,7,14
1019,4,11
1020,7,14
1021,2,9
1022,2,9
1023,8,15
1024,5,12
1025,8,15
1026,1,8
1027,2,9
1028,2,9
1029,5,12
1030,5,12
*CHUNK,GROUP:B
1031,8,15
1032,8,15
1033,5,12
1034,5,12
1035,5,12
1036,2,9
1037,1,8
1038,8,15
1039,8,15
1040,1,8
1041,1,8
1042,6,13
1043,1,8
1044,6,13
1045,8,15
1046,5,12
1047,7,14
1048,7,14
1049,4,11
1050,4,11
1051,3,10
1052,4,11
1053,6,13
1054,8,15
1055,6,13
1056,6,13
1057,2,9
1058,5,12
1059,8,15
1060,2,9
*BREAK*
*CHUNK,SEED:2006,GROUP:B
1061,2,9
1062,7,14
1063,5,12
1064,8,15
1065,3,10
1066,6,13
1067,3,10
1068,6,13
1069,1,8
1070,2,9
1071,4,11
1072,4,11
1073,1,8
1074,2,9
1075,7,14
1076,4,11
1077,7,14
1078,4,11
1079,7,14
1080,1,8
1081,5,12
1082,8,15
1083,7,14
1084,8,15
1085,5,12
1086,1,8
1087,3,10
1088,1,8
1089,7,14
1090,5,12
*CHUNK,GROUP:B
1091,1,8
1092,5,12
1093,5,12
1094,6,13
1095,8,15
1096,3,10
1097,5,12
1098,5,12
1099,3,10
1100,2,9
1101,7,14
1102,6,13
1103,3,10
1104,8,15
1105,6,13
1106,5,12
1107,2,9
1108,1,8
1109,4,11
1110,1,8
1111,6,13
1112,1,8
1113,7,14
1114,6,13
1115,8,15
1116,1,8
1117,4,11
1118,1,8
1119,1,8
1120,1,8
*BREAK*
*CHUNK,SEED:2007,GROUP:A
1121,8,7
1122,3,2
1123,1,0
1124,5,4
1125,6,5
1126,1,0
1127,4,3
1128,7,6
1129,4,3
1130,6,5
1131,2,1
1132,3,2
1133,2,1
1134,6,5
1135,6,5
1136,3,2
1137,3,2
1138,2,1
1139,6,5
1140,7,6
1141,6,5
1142,5,4
1143,6,5
1144,3,2
1145,1,0
1146,7,6
1147,3,2
1148,2,1
1149,8,7
1150,7,6
*CHUNK,GROUP:A
1151,3,2
1152,3,2
1153,6,5
1154,3,2
1155,5,4
1156,8,7
1157,1,0
1158,1,0
1159,8,7
1160,7,6
1161,2,1
1162,5,4
1163,4,3
1164,5,4
1165,4,3
1166,7,6
1167,8,7
1168,4,3
1169,5,4
1170,6,5
1171,7,6
1172,1,0
1173,2,1
1174,5,4
1175,2,1
1176,7,6
1177,6,5
1178,3,2
1179,3,2
1180,2,1
*BREAK*
*CHUNK,SEED:2002,GROUP:A
1181,6,5
1182,8,7
1183,5,4
1184,4,3
1185,6,5
1186,2,1
1187,8,7
1188,3,2
1189,5,4
1190,5,4
1191,4,3
1192,8,7
1193,6,5
1194,2,1
1195,3,2
1196,6,5
1197,3,2
1198,5,4
1199,3,2
1200,4,3
1201,3,2
1202,7,6
1203,8,7
1204,8,7
1205,4,3
1206,7,6
1207,2,1
1208,3,2
1209,5,4
1210,6,5
*CHUNK,GROUP:A
1211,2,1
1212,5,4
1213,7,6
1214,2,1
1215,3,2
1216,7,6
1217,5,4
1218,4,3
1219,5,4
1220,6,5
1221,4,3
1222,6,5
1223,2,1
1224,4,3
1225,6,5
1226,7,6
1227,5,4
1228,2,1
1229,6,5
1230,2,1
1231,4,3
1232,3,2
1233,1,0
1234,8,7
1235,8,7
1236,3,2
1237,4,3
1238,7,6
1239,2,1
1240,3,2
*BREAK*
*CHUNK,SEED:2003,GROUP:B
1241,5,12
1242,4,11
1243,1,8
1244,1,8
1245,2,9
1246,5,12
1247,1,8
1248,4,11
1249,8,15
1250,8,15
1251,2,9
1252,7,14
1253,7,14
1254,6,13
1255,2,9
1256,5,12
1257,8,15
1258,3,10
1259,2,9
1260,1,8
1261,3,10
1262,3,10
1263,8,15
1264,2,9
1265,8,15
1266,6,13
1267,2,9
1268,5,12
1269,6,13
1270,8,15
*CHUNK,GROUP:B
1271,4,11
1272,3,10
1273,8,15
1274,7,14
1275,8,15
1276,4,11
1277,1,8
1278,8,15
1279,2,9
1280,3,10
1281,7,14
1282,6,13
1283,2,9
1284,1,8
1285,4,11
1286,1,8
1287,2,9
1288,6,13
1289,7,14
1290,7,14
1291,4,11
1292,3,10
1293,5,12
1294,7,14
1295,2,9
1296,1,8
1297,6,13
1298,2,9
1299,4,11
1300,5,12
*BREAK*
*CHUNK,SEED:2008,GROUP:B
1301,7,14
1302,7,14
1303,5,12
1304,2,9
1305,2,9
1306,4,11
1307,4,11
1308,8,15
1309,7,14
1310,1,8
1311,1,8
1312,2,9
1313,2,9
1314,2,9
1315,5,12
1316,3,10
1317,8,15
1318,8,15
1319,5,12
1320,4,11
1321,6,13
1322,1,8
1323,6,13
1324,5,12
1325,5,12
1326,5,12
1327,3,10
1328,3,10
1329,8,15
1330,8,15
*CHUNK,GROUP:B
1331,4,11
1332,1,8
1333,8,15
1334,8,15
1335,2,9
1336,5,12
1337,5,12
1338,5,12
1339,6,13
1340,4,11
1341,5,12
1342,5,12
1343,4,11
1344,2,9
1345,2,9
1346,8,15
1347,5,12
1348,8,15
1349,6,13
1350,4,11
1351,7,14
1352,8,15
1353,6,13
1354,5,12
1355,4,11
1356,4,11
1357,8,15
1358,6,13
1359,5,12
1360,3,10
*BREAK*
*CHUNK,SEED:2005,GROUP:A
1361,3,2
1362,3,2
1363,1,0
1364,3,2
1365,8,7
1366,3,2
1367,2,1
1368,6,5
1369,6,5
1370,7,6
1371,6,5
1372,5,4
1373,8,7
1374,6,5
1375,8,7
1376,4,3
1377,2,1
1378,7,6
1379,8,7
1380,4,3
1381,4,3
1382,4,3
1383,7,6
1384,6,5
1385,1,0
1386,2,1
1387,2,1
1388,7,6
1389,7,6
1390,3,2
*CHUNK,GROUP:A
1391,7,6
1392,7,6
1393,3,2
1394,1,0
1395,2,1
1396,6,5
1397,1,0
1398,1,0
1399,5,4
1400,5,4
1401,4,3
1402,6,5
1403,3,2
1404,3,2
1405,8,7
1406,4,3
1407,5,4
1408,5,4
1409,2,1
1410,3,2
1411,6,5
1412,2,1
1413,3,2
1414,6,5
1415,6,5
1416,4,3
1417,2,1
1418,7,6
1419,7,6
1420,7,6
*BREAK*
*CHUNK,SEED:2004,GROUP:A
1421,4,3
1422,8,7
1423,5,4
1424,6,5
1425,5,4
1426,8,7
1427,2,1
1428,5,4
1429,3,2
1430,4,3
1431,8,7
1432,6,5
1433,8,7
1434,2,1
1435,1,0
1436,5,4
1437,5,4
1438,1,0
1439,1,0
1440,7,6
1441,4,3
1442,8,7
1443,7,6
1444,4,3
1445,4,3
1446,4,3
1447,2,1
1448,6,5
1449,6,5
1450,2,1
*CHUNK,GROUP:A
1451,5,4
1452,1,0
1453,2,1
1454,4,3
1455,5,4
1456,1,0
1457,5,4
1458,5,4
1459,8,7
1460,8,7
1461,2,1
1462,6,5
1463,3,2
1464,6,5
1465,2,1
1466,2,1
1467,7,6
1468,2,1
1469,1,0
1470,5,4
1471,5,4
1472,2,1
1473,8,7
1474,7,6
1475,4,3
1476,6,5
1477,8,7
1478,4,3
1479,5,4
1480,6,5
*BREAK*
*CHUNK,SEED:2002,GROUP:B
1481,6,13
1482,8,15
1483,5,12
1484,4,11
1485,6,13
1486,2,9
1487,8,15
1488,3,10
1489,5,12
1490,5,12
1491,4,11
1492,8,15
1493,6,13
1494,2,9
1495,3,10
1496,6,13
1497,3,10
1498,5,12
1499,3,10
1500,4,11
1501,3,10
1502,7,14
1503,8,15
1504,8,15
1505,4,11
1506,7,14
1507,2,9
1508,3,10
1509,5,12
1510,6,13
*CHUNK,GROUP:B
1511,2,9
1512,5,12
1513,7,14
1514,2,9
1515,3,10
1516,7,14
1517,5,12
1518,4,11
1519,5,12
1520,6,13
1521,4,11
1522,6,13
1523,2,9
1524,4,11
1525,6,13
1526,7,14
1527,5,12
1528,2,9
1529,6,13
1530,2,9
1531,4,11
1532,3,10
1533,1,8
1534,8,15
1535,8,15
1536,3,10
1537,4,11
1538,7,14
1539,2,9
1540,3,10
*BREAK*
*CHUNK,SEED:2007,GROUP:B
1541,8,15
1542,3,10
1543,1,8
1544,5,12
1545,6,13
1546,1,8
1547,4,11
1548,7,14
1549,4,11
1550,6,13
1551,2,9
1552,3,10
1553,2,9
1554,6,13
1555,6,13
1556,3,10
1557,3,10
1558,2,9
1559,6,13
1560,7,14
1561,6,13
1562,5,12
1563,6,13
1564,3,10
1565,1,8
1566,7,14
1567,3,10
1568,2,9
1569,8,15
1570,7,14
*CHUNK,GROUP:B
1571,3,10
1572,3,10
1573,6,13
1574,3,10
1575,5,12
1576,8,15
1577,1,8
1578,1,8
1579,8,15
1580,7,14
1581,2,9
1582,5,12
1583,4,11
1584,5,12
1585,4,11
1586,7,14
1587,8,15
1588,4,11
1589,5,12
1590,6,13
1591,7,14
1592,1,8
1593,2,9
1594,5,12
1595,2,9
