*BaseSeed:1001,Group:3
*CHUNK,SEED:1010,GROUP:B
1001,7,12
1002,2,7
1003,2,7
1004,3,8
1005,8,13
1006,4,9
1007,6,11
1008,2,7
1009,4,9
1010,3,8
1011,6,11
1012,5,10
1013,2,7
1014,2,7
1015,3,8
1016,6,11
1017,5,10
1018,2,7
1019,3,8
1020,5,10
1021,1,0
1022,4,9
1023,3,8
1024,6,11
1025,1,0
1026,2,7
1027,3,8
1028,2,7
1029,5,10
1030,5,10
*CHUNK,SEED:1002,GROUP:B
1031,7,12
1032,4,9
1033,2,7
1034,3,8
1035,6,11
1036,4,9
1037,8,13
1038,4,9
1039,5,10
1040,7,12
1041,4,9
1042,4,9
1043,5,10
1044,2,7
1045,3,8
1046,2,7
1047,6,11
1048,3,8
1049,3,8
1050,3,8
1051,5,10
1052,8,13
1053,6,11
1054,4,9
1055,7,12
1056,7,12
1057,2,7
1058,7,12
1059,1,0
1060,7,12
*BREAK*
*CHUNK,GROUP:B
1061,8,13
1062,4,9
1063,5,10
1064,6,11
1065,4,9
1066,3,8
1067,4,9
1068,1,0
1069,6,11
1070,5,10
1071,5,10
1072,4,9
1073,1,0
1074,7,12
1075,5,10
1076,8,13
1077,7,12
1078,4,9
1079,6,11
1080,6,11
1081,2,7
1082,5,10
1083,8,13
1084,3,8
1085,2,7
1086,7,12
1087,5,10
1088,1,0
1089,8,13
1090,6,11
*CHUNK,SEED:1007,GROUP:A
1091,2,1
1092,7,6
1093,6,5
1094,4,3
1095,6,5
1096,3,2
1097,4,3
1098,8,13
1099,3,2
1100,8,13
1101,3,2
1102,8,13
1103,8,13
1104,6,5
1105,6,5
1106,8,13
1107,7,6
1108,8,13
1109,6,5
1110,5,4
1111,8,13
1112,6,5
1113,4,3
1114,7,6
1115,4,3
1116,7,6
1117,3,2
1118,6,5
1119,3,2
1120,8,13
*BREAK*
*CHUNK,GROUP:A
1121,8,13
1122,1,0
1123,4,3
1124,6,5
1125,7,6
1126,3,2
1127,8,13
1128,6,5
1129,2,1
1130,6,5
1131,3,2
1132,3,2
1133,4,3
1134,8,13
1135,3,2
1136,7,6
1137,2,1
1138,6,5
1139,5,4
1140,3,2
1141,5,4
1142,2,1
1143,1,0
1144,8,13
1145,4,3
1146,3,2
1147,8,13
1148,5,4
1149,1,0
1150,5,4
*CHUNK,SEED:1008,GROUP:A
1151,1,0
1152,2,1
1153,2,1
1154,1,0
1155,1,0
1156,6,5
1157,5,4
1158,8,13
1159,6,5
1160,4,3
1161,1,0
1162,7,6
1163,1,0
1164,2,1
1165,5,4
1166,7,6
1167,3,2
1168,6,5
1169,5,4
1170,2,1
1171,8,13
1172,3,2
1173,4,3
1174,1,0
1175,8,13
1176,5,4
1177,3,2
1178,7,6
1179,4,3
1180,1,0
*BREAK*
*CHUNK,GROUP:A
1181,2,1
1182,7,6
1183,6,5
1184,3,2
1185,4,3
1186,8,13
1187,4,3
1188,3,2
1189,7,6
1190,3,2
1191,6,5
1192,3,2
1193,4,3
1194,6,5
1195,1,0
1196,1,0
1197,7,6
1198,2,1
1199,7,6
1200,1,0
1201,5,4
1202,2,1
1203,4,3
1204,8,13
1205,6,5
1206,8,13
1207,2,1
1208,7,6
1209,3,2
1210,6,5
*CHUNK,SEED:1003,GROUP:B
1211,6,11
1212,8,13
1213,6,11
1214,8,13
1215,1,0
1216,7,12
1217,1,0
1218,4,9
1219,7,12
1220,3,8
1221,3,8
1222,3,8
1223,5,10
1224,6,11
1225,2,7
1226,2,7
1227,3,8
1228,1,0
1229,2,7
1230,8,13
1231,5,10
1232,5,10
1233,5,10
1234,7,12
1235,3,8
1236,6,11
1237,2,7
1238,8,13
1239,1,0
1240,1,0
*BREAK*
*CHUNK,GROUP:B
1241,1,0
1242,2,7
1243,6,11
1244,3,8
1245,2,7
1246,8,13
1247,8,13
1248,5,10
1249,4,9
1250,2,7
1251,8,13
1252,4,9
1253,2,7
1254,4,9
1255,3,8
1256,1,0
1257,4,9
1258,8,13
1259,7,12
1260,4,9
1261,2,7
1262,4,9
1263,3,8
1264,2,7
1265,4,9
1266,5,10
1267,7,12
1268,3,8
1269,2,7
1270,7,12
*CHUNK,SEED:1004,GROUP:B
1271,5,10
1272,4,9
1273,2,7
1274,5,10
1275,4,9
1276,2,7
1277,2,7
1278,5,10
1279,2,7
1280,6,11
1281,1,0
1282,2,7
1283,6,11
1284,2,7
1285,1,0
1286,1,0
1287,8,13
1288,7,12
1289,1,0
1290,5,10
1291,6,11
1292,1,0
1293,5,10
1294,1,0
1295,7,12
1296,4,9
1297,2,7
1298,2,7
1299,2,7
1300,3,8
*BREAK*
*CHUNK,GROUP:B
1301,3,8
1302,8,13
1303,8,13
1304,8,13
1305,7,12
1306,5,10
1307,4,9
1308,2,7
1309,1,0
1310,7,12
1311,3,8
1312,3,8
1313,2,7
1314,1,0
1315,1,0
1316,3,8
1317,2,7
1318,3,8
1319,1,0
1320,2,7
1321,3,8
1322,4,9
1323,7,12
1324,2,7
1325,6,11
1326,2,7
1327,1,0
1328,6,11
1329,4,9
1330,1,0
*CHUNK,SEED:1009,GROUP:A
1331,8,13
1332,6,5
1333,6,5
1334,6,5
1335,4,3
1336,1,0
1337,5,4
1338,1,0
1339,1,0
1340,7,6
1341,8,13
1342,6,5
1343,2,1
1344,6,5
1345,4,3
1346,6,5
1347,8,13
1348,4,3
1349,4,3
1350,8,13
1351,1,0
1352,7,6
1353,3,2
1354,4,3
1355,4,3
1356,4,3
1357,3,2
1358,8,13
1359,4,3
1360,3,2
*BREAK*
*CHUNK,GROUP:A
1361,4,3
1362,5,4
1363,7,6
1364,8,13
1365,1,0
1366,5,4
1367,8,13
1368,7,6
1369,4,3
1370,8,13
1371,1,0
1372,3,2
1373,4,3
1374,3,2
1375,7,6
1376,2,1
1377,5,4
1378,5,4
1379,8,13
1380,6,5
1381,6,5
1382,1,0
1383,8,13
1384,7,6
1385,8,13
1386,6,5
1387,4,3
1388,2,1
1389,5,4
1390,7,6
*CHUNK,SEED:1006,GROUP:A
1391,3,2
1392,3,2
1393,2,1
1394,7,6
1395,3,2
1396,8,13
1397,3,2
1398,7,6
1399,8,13
1400,5,4
1401,5,4
1402,8,13
1403,8,13
1404,2,1
1405,7,6
1406,8,13
1407,2,1
1408,2,1
1409,7,6
1410,8,13
1411,7,6
1412,2,1
1413,4,3
1414,5,4
1415,8,13
1416,1,0
1417,3,2
1418,4,3
1419,3,2
1420,6,5
*BREAK*
*CHUNK,GROUP:A
1421,6,5
1422,3,2
1423,3,2
1424,2,1
1425,2,1
1426,6,5
1427,4,3
1428,2,1
1429,4,3
1430,1,0
1431,8,13
1432,3,2
1433,3,2
1434,3,2
1435,5,4
1436,6,5
1437,4,3
1438,3,2
1439,4,3
1440,5,4
1441,4,3
1442,3,2
1443,6,5
1444,1,0
1445,2,1
1446,5,4
1447,6,5
1448,3,2
1449,7,6
