*BaseSeed:1002,Group:1
*CHUNK,SEED:1002,GROUP:B
1001,6,13
1002,7,14
1003,1,8
1004,3,10
1005,6,13
1006,2,9
1007,1,8
1008,3,10
1009,3,10
1010,2,9
1011,5,12
1012,5,12
1013,6,13
1014,8,15
1015,1,8
1016,4,11
1017,8,15
1018,7,14
1019,8,15
1020,5,12
1021,2,9
1022,4,11
1023,7,14
1024,4,11
*BREAK*
*CHUNK,GROUP:B
1025,1,8
1026,6,13
1027,6,13
1028,4,11
1029,1,8
1030,8,15
1031,6,13
1032,5,12
1033,7,14
1034,4,11
1035,8,15
1036,4,11
1037,2,9
1038,7,14
1039,2,9
1040,7,14
1041,5,12
1042,5,12
1043,8,15
1044,2,9
1045,3,10
1046,1,8
1047,3,10
1048,3,10
*BREAK*
*CHUNK,GROUP:A
1049,1,0
1050,5,4
1051,1,0
1052,3,2
1053,2,1
1054,4,3
1055,7,6
1056,7,6
1057,7,6
1058,2,1
1059,6,5
1060,2,1
1061,6,5
1062,4,3
1063,1,0
1064,8,7
1065,8,7
1066,6,5
1067,5,4
1068,8,7
1069,3,2
1070,4,3
1071,3,2
1072,5,4
*BREAK*
*CHUNK,GROUP:A
1073,3,2
1074,6,5
1075,2,1
1076,2,1
1077,4,3
1078,8,7
1079,5,4
1080,5,4
1081,6,5
1082,2,1
1083,7,6
1084,5,4
1085,3,2
1086,4,3
1087,7,6
1088,1,0
1089,3,2
1090,6,5
1091,8,7
1092,1,0
1093,7,6
1094,8,7
1095,1,0
1096,4,3
*BREAK*
*CHUNK,GROUP:B
1097,5,12
1098,8,15
1099,4,11
1100,2,9
1101,6,13
1102,1,8
1103,7,14
1104,8,15
1105,2,9
1106,1,8
1107,3,10
1108,7,14
1109,5,12
1110,4,11
1111,1,8
1112,5,12
1113,3,10
1114,6,13
1115,3,10
1116,7,14
1117,4,11
1118,2,9
1119,6,13
1120,8,15
*BREAK*
*CHUNK,GROUP:B
1121,6,13
1122,8,15
1123,7,14
1124,1,8
1125,8,15
1126,6,13
1127,4,11
1128,4,11
1129,2,9
1130,7,14
1131,5,12
1132,2,9
1133,5,12
1134,6,13
1135,7,14
1136,4,11
1137,3,10
1138,1,8
1139,3,10
1140,3,10
1141,5,12
1142,8,15
1143,2,9
1144,1,8
*BREAK*
*CHUNK,GROUP:A
1145,2,1
1146,4,3
1147,5,4
1148,5,4
1149,1,0
1150,3,2
1151,7,6
1152,4,3
1153,1,0
1154,2,1
1155,4,3
1156,8,7
1157,3,2
1158,5,4
1159,6,5
1160,7,6
1161,3,2
1162,7,6
1163,8,7
1164,6,5
1165,8,7
1166,1,0
1167,6,5
1168,2,1
*BREAK*
*CHUNK,GROUP:A
1169,3,2
1170,6,5
1171,7,6
1172,6,5
1173,8,7
1174,1,0
1175,4,3
1176,2,1
1177,4,3
1178,5,4
1179,2,1
1180,1,0
1181,7,6
1182,4,3
1183,2,1
1184,6,5
1185,8,7
1186,5,4
1187,5,4
1188,3,2
1189,1,0
1190,3,2
1191,8,7
1192,7,6
*BREAK*
*CHUNK,GROUP:B
1193,8,15
1194,5,12
1195,3,10
1196,2,9
1197,4,11
1198,7,14
1199,8,15
1200,6,13
1201,3,10
1202,8,15
1203,4,11
1204,4,11
1205,2,9
1206,6,13
1207,6,13
1208,1,8
1209,7,14
1210,5,12
1211,2,9
1212,5,12
1213,1,8
1214,7,14
1215,1,8
1216,3,10
*BREAK*
*CHUNK,GROUP:B
1217,6,13
1218,2,9
1219,3,10
1220,5,12
1221,6,13
1222,1,8
1223,4,11
1224,5,12
1225,3,10
1226,1,8
1227,8,15
1228,7,14
1229,2,9
1230,7,14
1231,3,10
1232,4,11
1233,5,12
1234,6,13
1235,8,15
1236,8,15
1237,2,9
1238,4,11
1239,7,14
1240,1,8
*BREAK*
*CHUNK,GROUP:A
1241,3,2
1242,2,1
1243,5,4
1244,1,0
1245,7,6
1246,6,5
1247,6,5
1248,6,5
1249,2,1
1250,8,7
1251,8,7
1252,3,2
1253,3,2
1254,5,4
1255,7,6
1256,4,3
1257,5,4
1258,1,0
1259,2,1
1260,4,3
1261,1,0
1262,7,6
1263,4,3
1264,8,7
*BREAK*
*CHUNK,GROUP:A
1265,1,0
1266,8,7
1267,8,7
1268,4,3
1269,1,0
1270,8,7
1271,3,2
1272,2,1
1273,2,1
1274,5,4
1275,4,3
1276,6,5
1277,7,6
1278,7,6
1279,5,4
1280,2,1
1281,5,4
1282,3,2
1283,7,6
1284,1,0
1285,6,5
1286,6,5
1287,4,3
1288,3,2
*BREAK*
*CHUNK,GROUP:B
1289,7,14
1290,8,15
1291,1,8
1292,7,14
1293,6,13
1294,4,11
1295,3,10
1296,3,10
1297,2,9
1298,8,15
1299,5,12
1300,2,9
1301,7,14
1302,2,9
1303,6,13
1304,3,10
1305,6,13
1306,4,11
1307,8,15
1308,4,11
1309,1,8
1310,1,8
1311,5,12
1312,5,12
*BREAK*
*CHUNK,GROUP:B
1313,7,14
1314,1,8
1315,3,10
1316,7,14
1317,7,14
1318,4,11
1319,1,8
1320,8,15
1321,2,9
1322,8,15
1323,3,10
1324,6,13
1325,2,9
1326,5,12
1327,3,10
1328,5,12
1329,6,13
1330,1,8
1331,2,9
1332,4,11
1333,8,15
1334,5,12
1335,4,11
1336,6,13
*BREAK*
*CHUNK,GROUP:A
1337,3,2
1338,6,5
1339,6,5
1340,8,7
1341,8,7
1342,7,6
1343,7,6
1344,3,2
1345,4,3
1346,6,5
1347,4,3
1348,7,6
1349,2,1
1350,4,3
1351,1,0
1352,2,1
1353,1,0
1354,5,4
1355,8,7
1356,5,4
1357,2,1
1358,3,2
1359,1,0
1360,5,4
*BREAK*
*CHUNK,GROUP:A
1361,6,5
1362,2,1
1363,3,2
1364,2,1
1365,8,7
1366,1,0
1367,5,4
1368,8,7
1369,6,5
1370,7,6
1371,5,4
1372,6,5
1373,3,2
1374,5,4
1375,7,6
1376,1,0
1377,7,6
1378,1,0
1379,8,7
1380,2,1
1381,4,3
1382,4,3
1383,3,2
1384,4,3
*BREAK*
*CHUNK,GROUP:B
1385,3,10
1386,7,14
1387,8,15
1388,5,12
1389,7,14
1390,2,9
1391,3,10
1392,1,8
1393,5,12
1394,6,13
1395,4,11
1396,8,15
1397,6,13
1398,7,14
1399,6,13
1400,5,12
1401,8,15
1402,4,11
1403,3,10
1404,4,11
1405,2,9
1406,1,8
1407,1,8
1408,2,9
*BREAK*
*CHUNK,GROUP:B
1409,5,12
1410,3,10
1411,2,9
1412,1,8
1413,4,11
1414,6,13
1415,2,9
1416,2,9
1417,7,14
1418,5,12
1419,3,10
1420,6,13
1421,1,8
1422,3,10
1423,8,15
1424,7,14
1425,1,8
1426,7,14
1427,4,11
1428,5,12
1429,8,15
1430,6,13
1431,8,15
1432,4,11
*BREAK*
*CHUNK,GROUP:A
1433,7,6
1434,6,5
1435,3,2
1436,1,0
1437,5,4
1438,3,2
1439,5,4
1440,4,3
1441,4,3
1442,7,6
1443,4,3
1444,2,1
1445,2,1
1446,8,7
1447,1,0
1448,3,2
1449,5,4
1450,8,7
1451,8,7
1452,6,5
1453,2,1
1454,7,6
1455,1,0
1456,6,5
*BREAK*
*CHUNK,GROUP:A
1457,5,4
1458,1,0
1459,5,4
1460,3,2
1461,4,3
1462,6,5
1463,3,2
1464,4,3
1465,4,3
1466,7,6
1467,2,1
1468,1,0
1469,8,7
1470,3,2
1471,1,0
1472,8,7
1473,8,7
1474,6,5
1475,2,1
1476,5,4
1477,7,6
1478,2,1
1479,7,6
1480,6,5
*BREAK*
*CHUNK,GROUP:B
1481,1,8
1482,7,14
1483,3,10
1484,8,15
1485,3,10
1486,1,8
1487,6,13
1488,1,8
1489,5,12
1490,7,14
1491,2,9
1492,4,11
1493,6,13
1494,8,15
1495,3,10
1496,6,13
1497,5,12
1498,7,14
1499,5,12
1500,4,11
1501,8,15
1502,2,9
1503,2,9
1504,4,11
*BREAK*
*CHUNK,GROUP:B
1505,3,10
1506,7,14
1507,8,15
1508,3,10
1509,2,9
1510,5,12
1511,5,12
1512,6,13
1513,3,10
1514,6,13
1515,7,14
1516,2,9
1517,1,8
1518,4,11
1519,6,13
1520,7,14
1521,4,11
1522,4,11
1523,5,12
1524,1,8
1525,2,9
1526,1,8
1527,8,15
1528,8,15
*BREAK*
*CHUNK,GROUP:A
1529,3,2
1530,5,4
1531,3,2
1532,7,6
1533,6,5
1534,4,3
1535,1,0
1536,2,1
1537,8,7
1538,7,6
1539,8,7
1540,1,0
1541,8,7
1542,3,2
1543,6,5
1544,2,1
1545,4,3
1546,5,4
1547,5,4
1548,1,0
1549,2,1
1550,7,6
1551,6,5
1552,4,3
*BREAK*
*CHUNK,GROUP:A
1553,8,7
1554,5,4
1555,2,1
1556,2,1
1557,4,3
1558,7,6
1559,2,1
1560,1,0
1561,4,3
1562,8,7
1563,8,7
1564,1,0
1565,5,4
1566,3,2
1567,5,4
1568,4,3
1569,6,5
1570,3,2
1571,7,6
1572,3,2
1573,7,6
1574,6,5
1575,1,0
1576,6,5
