*BaseSeed:1024,Group:0
*CHUNK,SEED:1024,GROUP:A
1001,7,6
1002,2,1
1003,3,2
1004,5,4
1005,4,3
1006,8,7
1007,8,7
1008,8,7
1009,4,3
1010,7,6
1011,3,2
1012,2,1
1013,3,2
1014,5,4
1015,3,2
1016,5,4
1017,2,1
1018,6,5
1019,7,6
1020,8,7
1021,6,5
1022,4,3
1023,8,7
1024,2,1
1025,3,2
1026,2,1
1027,6,5
1028,1,0
1029,4,3
1030,5,4
1031,1,0
1032,1,0
1033,7,6
1034,6,5
1035,5,4
1036,1,0
1037,4,3
1038,1,0
1039,6,5
1040,7,6
*BREAK*
*CHUNK,GROUP:A
1041,4,3
1042,8,7
1043,6,5
1044,6,5
1045,2,1
1046,3,2
1047,7,6
1048,7,6
1049,8,7
1050,2,1
1051,8,7
1052,5,4
1053,7,6
1054,8,7
1055,2,1
1056,4,3
1057,4,3
1058,3,2
1059,5,4
1060,1,0
1061,5,4
1062,8,7
1063,4,3
1064,6,5
1065,6,5
1066,3,2
1067,3,2
1068,2,1
1069,5,4
1070,1,0
1071,3,2
1072,1,0
1073,4,3
1074,1,0
1075,1,0
1076,5,4
1077,2,1
1078,7,6
1079,7,6
1080,6,5
*BREAK*
*CHUNK,GROUP:B
1081,4,11
1082,6,13
1083,3,10
1084,1,8
1085,4,11
1086,8,15
1087,2,9
1088,7,14
1089,8,15
1090,8,15
1091,4,11
1092,4,11
1093,5,12
1094,5,12
1095,3,10
1096,6,13
1097,2,9
1098,2,9
1099,5,12
1100,2,9
1101,3,10
1102,5,12
1103,1,8
1104,6,13
1105,1,8
1106,6,13
1107,1,8
1108,7,14
1109,7,14
1110,8,15
1111,7,14
1112,8,15
1113,3,10
1114,6,13
1115,1,8
1116,3,10
1117,4,11
1118,5,12
1119,7,14
1120,2,9
*BREAK*
*CHUNK,GROUP:B
1121,3,10
1122,8,15
1123,1,8
1124,6,13
1125,5,12
1126,7,14
1127,3,10
1128,6,13
1129,2,9
1130,6,13
1131,2,9
1132,4,11
1133,5,12
1134,7,14
1135,4,11
1136,4,11
1137,4,11
1138,2,9
1139,5,12
1140,2,9
1141,8,15
1142,2,9
1143,1,8
1144,7,14
1145,3,10
1146,8,15
1147,3,10
1148,7,14
1149,5,12
1150,6,13
1151,4,11
1152,1,8
1153,5,12
1154,6,13
1155,8,15
1156,3,10
1157,7,14
1158,8,15
1159,1,8
1160,1,8
*BREAK*
*CHUNK,GROUP:A
1161,8,7
1162,1,0
1163,1,0
1164,3,2
1165,2,1
1166,7,6
1167,2,1
1168,5,4
1169,2,1
1170,8,7
1171,4,3
1172,5,4
1173,5,4
1174,8,7
1175,2,1
1176,4,3
1177,5,4
1178,6,5
1179,4,3
1180,1,0
1181,4,3
1182,4,3
1183,6,5
1184,2,1
1185,6,5
1186,8,7
1187,1,0
1188,6,5
1189,3,2
1190,3,2
1191,3,2
1192,7,6
1193,3,2
1194,8,7
1195,5,4
1196,7,6
1197,1,0
1198,7,6
1199,7,6
1200,6,5
*BREAK*
*CHUNK,GROUP:A
1201,5,4
1202,2,1
1203,2,1
1204,7,6
1205,8,7
1206,7,6
1207,7,6
1208,3,2
1209,1,0
1210,3,2
1211,7,6
1212,8,7
1213,8,7
1214,1,0
1215,4,3
1216,5,4
1217,2,1
1218,1,0
1219,1,0
1220,2,1
1221,3,2
1222,2,1
1223,3,2
1224,7,6
1225,8,7
1226,8,7
1227,6,5
1228,5,4
1229,6,5
1230,4,3
1231,4,3
1232,6,5
1233,1,0
1234,6,5
1235,5,4
1236,4,3
1237,5,4
1238,6,5
1239,4,3
1240,3,2
*BREAK*
*CHUNK,GROUP:B
1241,7,14
1242,8,15
1243,5,12
1244,2,9
1245,1,8
1246,6,13
1247,8,15
1248,4,11
1249,3,10
1250,8,15
1251,7,14
1252,5,12
1253,7,14
1254,1,8
1255,8,15
1256,3,10
1257,5,12
1258,1,8
1259,3,10
1260,3,10
1261,5,12
1262,6,13
1263,6,13
1264,3,10
1265,4,11
1266,2,9
1267,7,14
1268,2,9
1269,6,13
1270,8,15
1271,7,14
1272,4,11
1273,1,8
1274,6,13
1275,5,12
1276,1,8
1277,2,9
1278,4,11
1279,4,11
1280,2,9
*BREAK*
*CHUNK,GROUP:B
1281,6,13
1282,4,11
1283,4,11
1284,6,13
1285,1,8
1286,4,11
1287,2,9
1288,6,13
1289,6,13
1290,3,10
1291,3,10
1292,8,15
1293,1,8
1294,8,15
1295,3,10
1296,8,15
1297,2,9
1298,7,14
1299,4,11
1300,6,13
1301,5,12
1302,7,14
1303,2,9
1304,1,8
1305,2,9
1306,8,15
1307,7,14
1308,7,14
1309,3,10
1310,7,14
1311,5,12
1312,5,12
1313,1,8
1314,2,9
1315,5,12
1316,3,10
1317,1,8
1318,5,12
1319,4,11
1320,8,15
*BREAK*
*CHUNK,GROUP:A
1321,2,1
1322,4,3
1323,7,6
1324,1,0
1325,7,6
1326,2,1
1327,5,4
1328,1,0
1329,4,3
1330,5,4
1331,3,2
1332,5,4
1333,6,5
1334,6,5
1335,5,4
1336,3,2
1337,8,7
1338,4,3
1339,1,0
1340,2,1
1341,6,5
1342,2,1
1343,7,6
1344,1,0
1345,4,3
1346,3,2
1347,1,0
1348,7,6
1349,4,3
1350,6,5
1351,3,2
1352,2,1
1353,7,6
1354,8,7
1355,5,4
1356,8,7
1357,8,7
1358,8,7
1359,3,2
1360,6,5
*BREAK*
*CHUNK,GROUP:A
1361,5,4
1362,4,3
1363,2,1
1364,6,5
1365,5,4
1366,1,0
1367,6,5
1368,3,2
1369,8,7
1370,8,7
1371,2,1
1372,5,4
1373,4,3
1374,4,3
1375,7,6
1376,4,3
1377,2,1
1378,1,0
1379,1,0
1380,1,0
1381,2,1
1382,5,4
1383,6,5
1384,6,5
1385,3,2
1386,3,2
1387,7,6
1388,6,5
1389,7,6
1390,1,0
1391,8,7
1392,2,1
1393,3,2
1394,7,6
1395,3,2
1396,7,6
1397,8,7
1398,5,4
1399,4,3
1400,8,7
*BREAK*
*CHUNK,GROUP:B
1401,4,11
1402,8,15
1403,4,11
1404,3,10
1405,5,12
1406,8,15
1407,2,9
1408,5,12
1409,7,14
1410,7,14
1411,3,10
1412,5,12
1413,1,8
1414,3,10
1415,6,13
1416,5,12
1417,4,11
1418,7,14
1419,8,15
1420,2,9
1421,1,8
1422,6,13
1423,2,9
1424,6,13
1425,3,10
1426,1,8
1427,6,13
1428,6,13
1429,2,9
1430,1,8
1431,2,9
1432,7,14
1433,4,11
1434,3,10
1435,8,15
1436,5,12
1437,4,11
1438,1,8
1439,8,15
1440,7,14
*BREAK*
*CHUNK,GROUP:B
1441,4,11
1442,2,9
1443,4,11
1444,3,10
1445,4,11
1446,2,9
1447,5,12
1448,6,13
1449,8,15
1450,8,15
1451,4,11
1452,8,15
1453,7,14
1454,2,9
1455,3,10
1456,6,13
1457,1,8
1458,5,12
1459,8,15
1460,3,10
1461,2,9
1462,5,12
1463,5,12
1464,6,13
1465,4,11
1466,2,9
1467,6,13
1468,7,14
1469,1,8
1470,7,14
1471,6,13
1472,7,14
1473,1,8
1474,5,12
1475,1,8
1476,3,10
1477,7,14
1478,8,15
1479,1,8
1480,3,10
*BREAK*
*CHUNK,GROUP:A
1481,2,1
1482,6,5
1483,5,4
1484,2,1
1485,7,6
1486,8,7
1487,5,4
1488,6,5
1489,8,7
1490,6,5
1491,2,1
1492,4,3
1493,1,0
1494,7,6
1495,3,2
1496,7,6
1497,7,6
1498,1,0
1499,4,3
1500,1,0
1501,5,4
1502,4,3
1503,5,4
1504,5,4
1505,1,0
1506,2,1
1507,4,3
1508,8,7
1509,3,2
1510,3,2
1511,4,3
1512,7,6
1513,3,2
1514,8,7
1515,8,7
1516,6,5
1517,3,2
1518,1,0
1519,6,5
1520,2,1
*BREAK*
*CHUNK,GROUP:A
1521,2,1
1522,3,2
1523,2,1
1524,2,1
1525,2,1
1526,6,5
1527,8,7
1528,8,7
1529,6,5
1530,5,4
1531,7,6
1532,1,0
1533,1,0
1534,1,0
1535,4,3
1536,4,3
1537,7,6
1538,4,3
1539,7,6
1540,5,4
1541,7,6
1542,2,1
1543,6,5
1544,5,4
1545,5,4
1546,3,2
1547,7,6
1548,8,7
1549,3,2
1550,5,4
1551,1,0
1552,6,5
1553,4,3
1554,6,5
1555,1,0
1556,8,7
1557,3,2
1558,3,2
1559,8,7
1560,4,3
*BREAK*
*CHUNK,GROUP:B
1561,5,12
1562,6,13
1563,3,10
1564,2,9
1565,2,9
1566,1,8
1567,3,10
1568,8,15
1569,3,10
1570,2,9
1571,1,8
1572,2,9
1573,7,14
1574,5,12
1575,1,8
1576,6,13
1577,6,13
1578,3,10
1579,5,12
1580,4,11
1581,3,10
1582,7,14
1583,1,8
1584,4,11
1585,4,11
1586,6,13
1587,7,14
1588,1,8
1589,5,12
1590,8,15
1591,8,15
1592,8,15
1593,4,11
1594,6,13
1595,8,15
1596,5,12
1597,2,9
1598,7,14
1599,4,11
1600,7,14
*BREAK*
*CHUNK,GROUP:B
1601,5,12
1602,7,14
1603,4,11
1604,2,9
1605,4,11
1606,8,15
1607,2,9
1608,8,15
1609,5,12
1610,7,14
1611,2,9
1612,6,13
1613,4,11
1614,3,10
1615,6,13
1616,6,13
1617,6,13
1618,3,10
1619,1,8
1620,2,9
1621,8,15
1622,7,14
1623,4,11
1624,8,15
1625,7,14
1626,5,12
1627,6,13
1628,3,10
1629,1,8
1630,1,8
1631,8,15
1632,7,14
1633,2,9
1634,3,10
1635,5,12
1636,5,12
1637,4,11
1638,1,8
1639,3,10
1640,1,8
*BREAK*
*CHUNK,GROUP:A
1641,5,4
1642,5,4
1643,6,5
1644,7,6
1645,2,1
1646,4,3
1647,1,0
1648,6,5
1649,8,7
1650,2,1
1651,6,5
1652,1,0
1653,3,2
1654,4,3
1655,4,3
1656,8,7
1657,7,6
1658,3,2
1659,2,1
1660,2,1
1661,4,3
1662,1,0
1663,3,2
1664,8,7
1665,7,6
1666,5,4
1667,3,2
1668,8,7
1669,4,3
1670,3,2
1671,1,0
1672,7,6
1673,5,4
1674,2,1
1675,1,0
1676,6,5
1677,7,6
1678,5,4
1679,6,5
1680,8,7
*BREAK*
*CHUNK,GROUP:A
1681,6,5
1682,4,3
1683,5,4
1684,6,5
1685,4,3
1686,4,3
1687,5,4
1688,5,4
1689,4,3
1690,2,1
1691,2,1
1692,4,3
1693,1,0
1694,8,7
1695,8,7
1696,5,4
1697,3,2
1698,8,7
1699,2,1
1700,5,4
1701,2,1
1702,7,6
1703,7,6
1704,3,2
1705,1,0
1706,3,2
1707,8,7
1708,6,5
1709,1,0
1710,6,5
1711,8,7
1712,2,1
1713,7,6
1714,7,6
1715,6,5
1716,3,2
1717,1,0
1718,3,2
1719,7,6
1720,1,0
