*BaseSeed:1002,Group:1
*CHUNK,SEED:1002,GROUP:B
1001,6,13
1002,7,14
1003,1,8
1004,3,10
1005,6,13
1006,2,9
1007,1,8
1008,3,10
1009,3,10
1010,2,9
1011,5,12
1012,5,12
1013,6,13
1014,8,15
1015,1,8
1016,4,11
1017,8,15
1018,7,14
1019,8,15
1020,5,12
1021,2,9
1022,4,11
1023,7,14
1024,4,11
*WARNING*
*CHUNK,GROUP:A
1025,6,5
1026,7,6
1027,1,0
1028,6,5
1029,5,4
1030,4,3
1031,1,0
1032,8,7
1033,6,5
1034,5,4
1035,7,6
1036,4,3
1037,8,7
1038,3,2
1039,1,0
1040,5,4
1041,2,1
1042,7,6
1043,4,3
1044,8,7
1045,3,2
1046,2,1
1047,3,2
1048,2,1
*CHUNK,GROUP:A
1049,5,4
1050,5,4
1051,4,3
1052,5,4
1053,1,0
1054,6,5
1055,1,0
1056,3,2
1057,2,1
1058,4,3
1059,8,7
1060,7,6
1061,7,6
1062,2,1
1063,6,5
1064,2,1
1065,7,6
1066,3,2
1067,1,0
1068,8,7
1069,8,7
1070,6,5
1071,4,3
1072,3,2
*CHUNK,GROUP:B
1073,6,13
1074,8,15
1075,4,11
1076,8,15
1077,1,8
1078,3,10
1079,3,10
1080,6,13
1081,2,9
1082,2,9
1083,4,11
1084,7,14
1085,5,12
1086,5,12
1087,6,13
1088,1,8
1089,7,14
1090,4,11
1091,2,9
1092,5,12
1093,8,15
1094,1,8
1095,3,10
1096,7,14
*BREAK*
*CHUNK,GROUP:B
1097,8,15
1098,8,15
1099,1,8
1100,1,8
1101,3,10
1102,3,10
1103,5,12
1104,7,14
1105,4,11
1106,2,9
1107,6,13
1108,2,9
1109,7,14
1110,8,15
1111,3,10
1112,2,9
1113,4,11
1114,6,13
1115,5,12
1116,5,12
1117,1,8
1118,6,13
1119,4,11
1120,7,14
*CHUNK,GROUP:B
1121,8,15
1122,7,14
1123,3,10
1124,6,13
1125,5,12
1126,5,12
1127,5,12
1128,2,9
1129,6,13
1130,8,15
1131,7,14
1132,1,8
1133,8,15
1134,4,11
1135,3,10
1136,3,10
1137,1,8
1138,6,13
1139,4,11
1140,2,9
1141,4,11
1142,7,14
1143,2,9
1144,1,8
*WARNING*
*CHUNK,GROUP:A
1145,6,5
1146,1,0
1147,3,2
1148,5,4
1149,3,2
1150,3,2
1151,4,3
1152,5,4
1153,7,6
1154,7,6
1155,2,1
1156,4,3
1157,5,4
1158,6,5
1159,1,0
1160,2,1
1161,8,7
1162,4,3
1163,1,0
1164,2,1
1165,7,6
1166,8,7
1167,6,5
1168,8,7
*CHUNK,GROUP:A
1169,6,5
1170,7,6
1171,3,2
1172,2,1
1173,6,5
1174,2,1
1175,3,2
1176,2,1
1177,5,4
1178,4,3
1179,5,4
1180,7,6
1181,4,3
1182,7,6
1183,8,7
1184,6,5
1185,8,7
1186,1,0
1187,3,2
1188,1,0
1189,4,3
1190,5,4
1191,1,0
1192,8,7
*CHUNK,GROUP:B
1193,8,15
1194,3,10
1195,8,15
1196,5,12
1197,5,12
1198,2,9
1199,7,14
1200,1,8
1201,3,10
1202,1,8
1203,4,11
1204,6,13
1205,6,13
1206,2,9
1207,8,15
1208,5,12
1209,3,10
1210,2,9
1211,4,11
1212,7,14
1213,7,14
1214,4,11
1215,1,8
1216,6,13
*CHUNK,GROUP:B
1217,4,11
1218,5,12
1219,4,11
1220,1,8
1221,6,13
1222,1,8
1223,2,9
1224,7,14
1225,8,15
1226,5,12
1227,3,10
1228,8,15
1229,6,13
1230,5,12
1231,7,14
1232,2,9
1233,6,13
1234,2,9
1235,3,10
1236,4,11
1237,7,14
1238,1,8
1239,3,10
1240,8,15
*CHUNK,GROUP:A
1241,2,1
1242,1,0
1243,6,5
1244,5,4
1245,1,0
1246,6,5
1247,1,0
1248,7,6
1249,3,2
1250,8,7
1251,4,3
1252,2,1
1253,3,2
1254,7,6
1255,8,7
1256,4,3
1257,4,3
1258,8,7
1259,5,4
1260,2,1
1261,5,4
1262,3,2
1263,7,6
1264,6,5
*BREAK*
*CHUNK,GROUP:A
1265,2,1
1266,3,2
1267,5,4
1268,2,1
1269,1,0
1270,6,5
1271,8,7
1272,6,5
1273,5,4
1274,4,3
1275,4,3
1276,6,5
1277,7,6
1278,1,0
1279,8,7
1280,8,7
1281,7,6
1282,4,3
1283,1,0
1284,7,6
1285,5,4
1286,3,2
1287,2,1
1288,3,2
*CHUNK,GROUP:A
1289,5,4
1290,7,6
1291,5,4
1292,6,5
1293,8,7
1294,7,6
1295,8,7
1296,5,4
1297,4,3
1298,1,0
1299,4,3
1300,6,5
1301,1,0
1302,3,2
1303,6,5
1304,3,2
1305,1,0
1306,7,6
1307,2,1
1308,8,7
1309,4,3
1310,3,2
1311,2,1
1312,2,1
*CHUNK,GROUP:B
1313,2,9
1314,8,15
1315,6,13
1316,2,9
1317,5,12
1318,3,10
1319,1,8
1320,7,14
1321,5,12
1322,2,9
1323,8,15
1324,4,11
1325,1,8
1326,7,14
1327,6,13
1328,6,13
1329,5,12
1330,4,11
1331,3,10
1332,3,10
1333,8,15
1334,7,14
1335,4,11
1336,1,8
*CHUNK,GROUP:B
1337,6,13
1338,8,15
1339,5,12
1340,1,8
1341,4,11
1342,7,14
1343,3,10
1344,6,13
1345,8,15
1346,4,11
1347,5,12
1348,5,12
1349,2,9
1350,1,8
1351,7,14
1352,8,15
1353,3,10
1354,1,8
1355,6,13
1356,7,14
1357,2,9
1358,3,10
1359,2,9
1360,4,11
*CHUNK,GROUP:A
1361,3,2
1362,8,7
1363,2,1
1364,4,3
1365,2,1
1366,7,6
1367,3,2
1368,7,6
1369,1,0
1370,1,0
1371,6,5
1372,4,3
1373,7,6
1374,6,5
1375,8,7
1376,3,2
1377,6,5
1378,5,4
1379,5,4
1380,2,1
1381,5,4
1382,1,0
1383,8,7
1384,4,3
*CHUNK,GROUP:A
1385,5,4
1386,5,4
1387,6,5
1388,1,0
1389,6,5
1390,7,6
1391,5,4
1392,1,0
1393,2,1
1394,4,3
1395,7,6
1396,4,3
1397,3,2
1398,3,2
1399,4,3
1400,2,1
1401,8,7
1402,6,5
1403,7,6
1404,8,7
1405,3,2
1406,2,1
1407,1,0
1408,8,7
*WARNING*
*CHUNK,GROUP:B
1409,8,15
1410,2,9
1411,6,13
1412,7,14
1413,5,12
1414,3,10
1415,1,8
1416,1,8
1417,1,8
1418,8,15
1419,6,13
1420,4,11
1421,3,10
1422,7,14
1423,6,13
1424,2,9
1425,3,10
1426,2,9
1427,7,14
1428,5,12
1429,4,11
1430,4,11
1431,5,12
1432,8,15
*BREAK*
*CHUNK,GROUP:B
1433,8,15
1434,6,13
1435,4,11
1436,1,8
1437,6,13
1438,3,10
1439,2,9
1440,5,12
1441,4,11
1442,3,10
1443,5,12
1444,7,14
1445,1,8
1446,3,10
1447,4,11
1448,7,14
1449,8,15
1450,1,8
1451,2,9
1452,7,14
1453,5,12
1454,6,13
1455,2,9
1456,8,15
*CHUNK,GROUP:B
1457,4,11
1458,5,12
1459,1,8
1460,8,15
1461,7,14
1462,8,15
1463,6,13
1464,8,15
1465,5,12
1466,5,12
1467,2,9
1468,4,11
1469,7,14
1470,1,8
1471,4,11
1472,2,9
1473,3,10
1474,6,13
1475,2,9
1476,3,10
1477,7,14
1478,6,13
1479,1,8
1480,3,10
*CHUNK,GROUP:A
1481,2,1
1482,6,5
1483,3,2
1484,5,4
1485,2,1
1486,3,2
1487,1,0
1488,5,4
1489,7,6
1490,1,0
1491,8,7
1492,6,5
1493,7,6
1494,4,3
1495,6,5
1496,8,7
1497,3,2
1498,7,6
1499,8,7
1500,1,0
1501,2,1
1502,4,3
1503,4,3
1504,5,4
*CHUNK,GROUP:A
1505,1,0
1506,7,6
1507,3,2
1508,5,4
1509,8,7
1510,1,0
1511,4,3
1512,2,1
1513,5,4
1514,7,6
1515,8,7
1516,6,5
1517,6,5
1518,4,3
1519,7,6
1520,8,7
1521,2,1
1522,5,4
1523,2,1
1524,3,2
1525,1,0
1526,3,2
1527,6,5
1528,4,3
*WARNING*
*CHUNK,GROUP:B
1529,5,12
1530,1,8
1531,3,10
1532,8,15
1533,7,14
1534,6,13
1535,7,14
1536,2,9
1537,4,11
1538,5,12
1539,2,9
1540,8,15
1541,4,11
1542,7,14
1543,6,13
1544,3,10
1545,4,11
1546,8,15
1547,5,12
1548,1,8
1549,6,13
1550,2,9
1551,1,8
1552,3,10
*CHUNK,GROUP:B
1553,8,15
1554,2,9
1555,1,8
1556,4,11
1557,8,15
1558,2,9
1559,4,11
1560,8,15
1561,6,13
1562,7,14
1563,3,10
1564,3,10
1565,4,11
1566,5,12
1567,2,9
1568,7,14
1569,3,10
1570,1,8
1571,5,12
1572,1,8
1573,6,13
1574,5,12
1575,7,14
1576,6,13
*CHUNK,GROUP:A
1577,1,0
1578,3,2
1579,5,4
1580,6,5
1581,1,0
1582,8,7
1583,5,4
1584,7,6
1585,1,0
1586,4,3
1587,2,1
1588,5,4
1589,3,2
1590,6,5
1591,7,6
1592,6,5
1593,2,1
1594,2,1
1595,4,3
1596,3,2
1597,7,6
1598,8,7
1599,4,3
1600,8,7
*BREAK*
*CHUNK,GROUP:A
1601,5,4
1602,2,1
1603,4,3
1604,4,3
1605,7,6
1606,5,4
1607,6,5
1608,3,2
1609,3,2
1610,3,2
1611,6,5
1612,8,7
1613,6,5
1614,1,0
1615,7,6
1616,1,0
1617,1,0
1618,8,7
1619,7,6
1620,2,1
1621,4,3
1622,5,4
1623,8,7
1624,2,1
*CHUNK,GROUP:A
1625,6,5
1626,8,7
1627,6,5
1628,7,6
1629,8,7
1630,3,2
1631,6,5
1632,5,4
1633,4,3
1634,2,1
1635,5,4
1636,1,0
1637,1,0
1638,4,3
1639,2,1
1640,4,3
1641,2,1
1642,1,0
1643,5,4
1644,3,2
1645,7,6
1646,8,7
1647,3,2
1648,7,6
*WARNING*
*CHUNK,GROUP:B
1649,2,9
1650,2,9
1651,4,11
1652,5,12
1653,4,11
1654,6,13
1655,1,8
1656,7,14
1657,1,8
1658,3,10
1659,7,14
1660,5,12
1661,2,9
1662,4,11
1663,8,15
1664,7,14
1665,3,10
1666,1,8
1667,3,10
1668,6,13
1669,5,12
1670,8,15
1671,8,15
1672,6,13
*CHUNK,GROUP:B
1673,1,8
1674,8,15
1675,8,15
1676,6,13
1677,2,9
1678,3,10
1679,1,8
1680,7,14
1681,3,10
1682,7,14
1683,6,13
1684,3,10
1685,5,12
1686,6,13
1687,7,14
1688,2,9
1689,4,11
1690,4,11
1691,1,8
1692,8,15
1693,5,12
1694,2,9
1695,4,11
1696,5,12
*WARNING*
*CHUNK,GROUP:A
1697,3,2
1698,7,6
1699,5,4
1700,6,5
1701,1,0
1702,4,3
1703,1,0
1704,3,2
1705,7,6
1706,2,1
1707,8,7
1708,6,5
1709,2,1
1710,6,5
1711,5,4
1712,4,3
1713,8,7
1714,7,6
1715,4,3
1716,5,4
1717,1,0
1718,3,2
1719,8,7
1720,2,1
*CHUNK,GROUP:A
1721,8,7
1722,8,7
1723,7,6
1724,4,3
1725,7,6
1726,3,2
1727,1,0
1728,2,1
1729,7,6
1730,6,5
