*BaseSeed:1005,Group:0
*CHUNK,SEED:1005,GROUP:A
1001,3,2
1002,7,6
1003,2,1
1004,6,5
1005,6,5
1006,7,6
1007,5,4
1008,1,0
1009,8,7
1010,1,0
1011,2,1
1012,1,0
1013,7,6
1014,3,2
1015,6,5
1016,4,3
1017,3,2
1018,5,4
1019,2,1
1020,8,7
1021,5,4
1022,4,3
1023,4,3
1024,8,7
*WARNING*
*CHUNK,GROUP:B
1025,3,10
1026,6,13
1027,4,11
1028,1,8
1029,5,12
1030,3,10
1031,2,9
1032,7,14
1033,6,13
1034,2,9
1035,1,8
1036,3,10
1037,2,9
1038,6,13
1039,4,11
1040,5,12
1041,8,15
1042,4,11
1043,7,14
1044,1,8
1045,8,15
1046,7,14
1047,8,15
1048,5,12
*CHUNK,GROUP:B
1049,1,8
1050,6,13
1051,5,12
1052,7,14
1053,3,10
1054,4,11
1055,2,9
1056,2,9
1057,6,13
1058,3,10
1059,8,15
1060,8,15
1061,1,8
1062,6,13
1063,7,14
1064,8,15
1065,2,9
1066,4,11
1067,7,14
1068,1,8
1069,5,12
1070,5,12
1071,3,10
1072,4,11
*CHUNK,GROUP:A
1073,2,1
1074,8,7
1075,5,4
1076,2,1
1077,1,0
1078,2,1
1079,8,7
1080,7,6
1081,4,3
1082,8,7
1083,7,6
1084,5,4
1085,3,2
1086,6,5
1087,3,2
1088,3,2
1089,4,3
1090,1,0
1091,1,0
1092,7,6
1093,6,5
1094,6,5
1095,4,3
1096,5,4
*BREAK*
*CHUNK,GROUP:A
1097,8,7
1098,7,6
1099,6,5
1100,7,6
1101,6,5
1102,8,7
1103,6,5
1104,4,3
1105,5,4
1106,5,4
1107,2,1
1108,4,3
1109,2,1
1110,1,0
1111,2,1
1112,1,0
1113,5,4
1114,3,2
1115,3,2
1116,1,0
1117,7,6
1118,3,2
1119,4,3
1120,8,7
*CHUNK,GROUP:A
1121,2,1
1122,7,6
1123,6,5
1124,8,7
1125,4,3
1126,1,0
1127,2,1
1128,5,4
1129,7,6
1130,8,7
1131,4,3
1132,3,2
1133,1,0
1134,6,5
1135,1,0
1136,5,4
1137,4,3
1138,3,2
1139,7,6
1140,5,4
1141,2,1
1142,8,7
1143,3,2
1144,6,5
*WARNING*
*CHUNK,GROUP:B
1145,6,13
1146,5,12
1147,5,12
1148,7,14
1149,2,9
1150,8,15
1151,4,11
1152,7,14
1153,1,8
1154,5,12
1155,3,10
1156,1,8
1157,6,13
1158,4,11
1159,8,15
1160,3,10
1161,1,8
1162,4,11
1163,3,10
1164,2,9
1165,7,14
1166,8,15
1167,2,9
1168,6,13
*CHUNK,GROUP:B
1169,7,14
1170,4,11
1171,4,11
1172,3,10
1173,6,13
1174,1,8
1175,4,11
1176,7,14
1177,5,12
1178,8,15
1179,5,12
1180,6,13
1181,7,14
1182,3,10
1183,1,8
1184,3,10
1185,1,8
1186,2,9
1187,5,12
1188,2,9
1189,2,9
1190,8,15
1191,8,15
1192,6,13
*CHUNK,GROUP:A
1193,1,0
1194,3,2
1195,5,4
1196,1,0
1197,8,7
1198,8,7
1199,7,6
1200,4,3
1201,6,5
1202,3,2
1203,7,6
1204,4,3
1205,1,0
1206,8,7
1207,5,4
1208,3,2
1209,4,3
1210,2,1
1211,7,6
1212,5,4
1213,2,1
1214,6,5
1215,6,5
1216,2,1
*CHUNK,GROUP:A
1217,3,2
1218,6,5
1219,7,6
1220,4,3
1221,8,7
1222,2,1
1223,2,1
1224,8,7
1225,6,5
1226,4,3
1227,5,4
1228,3,2
1229,3,2
1230,1,0
1231,8,7
1232,7,6
1233,2,1
1234,1,0
1235,1,0
