*BaseSeed:1102,Group:0
*CHUNK,SEED:1102,GROUP:A
1001,7,6
1002,2,1
1003,7,6
1004,8,7
1005,5,4
1006,6,5
1007,5,4
1008,4,3
1009,8,7
1010,2,1
1011,8,7
1012,3,2
1013,4,3
1014,2,1
1015,6,5
1016,8,7
1017,7,6
1018,5,4
1019,8,7
1020,3,2
1021,4,3
1022,2,1
1023,7,6
1024,4,3
1025,6,5
1026,1,0
1027,4,3
1028,6,5
1029,3,2
1030,2,1
1031,3,2
1032,7,6
1033,1,0
1034,5,4
1035,5,4
1036,3,2
1037,1,0
1038,6,5
1039,1,0
1040,1,0
*BREAK*
*CHUNK,GROUP:B
1041,6,13
1042,5,12
1043,6,13
1044,5,12
1045,3,10
1046,1,8
1047,1,8
1048,7,14
1049,4,11
1050,8,15
1051,3,10
1052,4,11
1053,5,12
1054,6,13
1055,7,14
1056,8,15
1057,2,9
1058,1,8
1059,3,10
1060,3,10
1061,8,15
1062,7,14
1063,5,12
1064,1,8
1065,6,13
1066,6,13
1067,3,10
1068,5,12
1069,2,9
1070,4,11
1071,2,9
1072,4,11
1073,7,14
1074,4,11
1075,2,9
1076,2,9
1077,1,8
1078,7,14
1079,8,15
1080,8,15
*BREAK*
*CHUNK,GROUP:A
1081,4,3
1082,2,1
1083,6,5
1084,2,1
1085,2,1
1086,7,6
1087,8,7
1088,6,5
1089,6,5
1090,4,3
1091,6,5
1092,1,0
1093,3,2
1094,4,3
1095,3,2
1096,4,3
1097,1,0
1098,1,0
1099,8,7
1100,2,1
1101,8,7
1102,7,6
1103,8,7
1104,3,2
1105,5,4
1106,1,0
1107,5,4
1108,7,6
1109,5,4
1110,8,7
1111,7,6
1112,2,1
1113,6,5
1114,3,2
1115,4,3
1116,7,6
1117,5,4
1118,5,4
1119,3,2
1120,1,0
*BREAK*
*CHUNK,GROUP:B
1121,3,10
1122,8,15
1123,4,11
1124,5,12
1125,7,14
1126,6,13
1127,2,9
1128,1,8
1129,5,12
1130,8,15
1131,2,9
1132,3,10
1133,6,13
1134,4,11
1135,2,9
1136,3,10
1137,3,10
1138,7,14
1139,1,8
1140,8,15
1141,4,11
1142,5,12
1143,2,9
1144,4,11
1145,8,15
1146,7,14
1147,3,10
1148,6,13
1149,4,11
1150,7,14
1151,7,14
1152,5,12
1153,6,13
1154,1,8
1155,1,8
1156,1,8
1157,6,13
1158,2,9
1159,5,12
1160,8,15
*BREAK*
*CHUNK,GROUP:A
1161,3,2
1162,5,4
1163,7,6
1164,6,5
1165,8,7
1166,8,7
1167,6,5
1168,2,1
1169,4,3
1170,6,5
1171,8,7
1172,8,7
1173,3,2
1174,1,0
1175,1,0
1176,6,5
1177,5,4
1178,3,2
1179,4,3
1180,2,1
1181,7,6
1182,5,4
1183,2,1
1184,4,3
1185,3,2
1186,1,0
1187,1,0
1188,1,0
1189,2,1
1190,7,6
1191,4,3
1192,5,4
1193,2,1
1194,6,5
1195,8,7
1196,7,6
1197,7,6
1198,3,2
1199,5,4
1200,4,3
*BREAK*
*CHUNK,GROUP:B
1201,1,8
1202,7,14
1203,7,14
1204,5,12
1205,4,11
1206,4,11
1207,2,9
1208,4,11
1209,5,12
1210,3,10
1211,6,13
1212,3,10
1213,2,9
1214,1,8
1215,7,14
1216,2,9
1217,5,12
1218,6,13
1219,3,10
1220,5,12
