*BaseSeed:1103,Group:1
*CHUNK,SEED:1103,GROUP:B
1001,6,13
1002,8,15
1003,5,12
1004,3,10
1005,5,12
1006,8,15
1007,1,8
1008,1,8
1009,7,14
1010,8,15
1011,7,14
1012,5,12
1013,8,15
1014,1,8
1015,3,10
1016,3,10
1017,5,12
1018,3,10
1019,1,8
1020,4,11
1021,7,14
1022,4,11
1023,4,11
1024,6,13
1025,2,9
1026,4,11
1027,6,13
1028,2,9
1029,7,14
1030,1,8
1031,2,9
1032,6,13
1033,5,12
1034,6,13
1035,7,14
1036,3,10
1037,4,11
1038,2,9
1039,2,9
1040,8,15
*BREAK*
*CHUNK,GROUP:A
1041,8,7
1042,5,4
1043,3,2
1044,1,0
1045,4,3
1046,6,5
1047,1,0
1048,4,3
1049,2,1
1050,2,1
1051,1,0
1052,3,2
1053,6,5
1054,8,7
1055,6,5
1056,8,7
1057,7,6
1058,2,1
1059,5,4
1060,7,6
1061,5,4
1062,1,0
1063,7,6
1064,7,6
1065,6,5
1066,4,3
1067,2,1
1068,8,7
1069,4,3
1070,1,0
1071,3,2
1072,3,2
1073,8,7
1074,3,2
1075,5,4
1076,5,4
1077,2,1
1078,7,6
1079,4,3
1080,6,5
*BREAK*
*CHUNK,GROUP:B
1081,4,11
1082,3,10
1083,6,13
1084,6,13
1085,8,15
1086,8,15
1087,5,12
1088,1,8
1089,5,12
1090,7,14
1091,5,12
1092,2,9
1093,6,13
1094,7,14
1095,2,9
1096,7,14
1097,4,11
1098,1,8
1099,2,9
1100,2,9
1101,1,8
1102,1,8
1103,2,9
1104,4,11
1105,7,14
1106,8,15
1107,6,13
1108,4,11
1109,5,12
1110,3,10
1111,3,10
1112,8,15
1113,5,12
1114,3,10
1115,7,14
1116,8,15
1117,3,10
1118,1,8
1119,6,13
1120,4,11
*BREAK*
*CHUNK,GROUP:A
1121,3,2
1122,6,5
1123,3,2
1124,3,2
1125,8,7
1126,3,2
1127,4,3
1128,2,1
1129,8,7
1130,2,1
1131,4,3
1132,8,7
1133,4,3
1134,6,5
1135,6,5
1136,1,0
1137,1,0
1138,5,4
1139,2,1
1140,7,6
1141,1,0
1142,6,5
1143,4,3
1144,7,6
1145,2,1
1146,7,6
1147,5,4
1148,3,2
1149,1,0
1150,6,5
1151,1,0
1152,2,1
1153,4,3
1154,8,7
1155,7,6
1156,5,4
1157,5,4
1158,8,7
1159,7,6
1160,5,4
*BREAK*
*CHUNK,GROUP:B
1161,4,11
1162,5,12
1163,3,10
1164,2,9
1165,4,11
1166,5,12
1167,6,13
1168,6,13
1169,2,9
1170,5,12
1171,7,14
1172,3,10
1173,1,8
1174,4,11
1175,6,13
1176,2,9
1177,5,12
1178,8,15
1179,2,9
1180,2,9
1181,5,12
1182,8,15
1183,8,15
1184,1,8
1185,7,14
1186,3,10
1187,7,14
1188,6,13
1189,1,8
1190,1,8
1191,8,15
1192,1,8
1193,7,14
1194,3,10
1195,6,13
1196,3,10
1197,8,15
1198,4,11
1199,4,11
1200,7,14
*BREAK*
*CHUNK,GROUP:A
1201,4,3
1202,7,6
1203,5,4
1204,2,1
1205,5,4
1206,1,0
1207,3,2
1208,1,0
1209,3,2
1210,8,7
1211,5,4
1212,7,6
1213,6,5
1214,1,0
1215,1,0
1216,4,3
1217,5,4
1218,7,6
1219,3,2
1220,5,4
1221,2,1
1222,2,1
1223,4,3
1224,4,3
1225,2,1
1226,8,7
1227,8,7
1228,3,2
1229,7,6
1230,3,2
1231,6,5
1232,7,6
1233,4,3
1234,8,7
1235,6,5
1236,6,5
1237,2,1
1238,6,5
1239,1,0
1240,8,7
*BREAK*
*CHUNK,GROUP:B
1241,2,9
1242,7,14
1243,1,8
1244,2,9
1245,1,8
1246,8,15
1247,8,15
1248,2,9
1249,8,15
1250,4,11
1251,6,13
1252,3,10
1253,7,14
1254,3,10
1255,3,10
1256,6,13
1257,8,15
1258,4,11
1259,6,13
1260,7,14
1261,6,13
1262,2,9
1263,8,15
1264,7,14
1265,4,11
1266,3,10
1267,7,14
1268,4,11
1269,1,8
1270,1,8
1271,5,12
1272,1,8
1273,5,12
1274,5,12
1275,4,11
1276,2,9
1277,3,10
1278,6,13
1279,5,12
1280,5,12
*BREAK*
*CHUNK,GROUP:A
1281,7,6
1282,5,4
1283,6,5
1284,5,4
1285,5,4
1286,6,5
1287,6,5
1288,5,4
1289,4,3
1290,8,7
1291,4,3
1292,7,6
1293,8,7
1294,4,3
1295,3,2
1296,2,1
1297,1,0
1298,1,0
1299,4,3
1300,2,1
1301,1,0
1302,7,6
1303,1,0
1304,1,0
1305,3,2
1306,3,2
1307,2,1
1308,8,7
1309,7,6
1310,3,2
1311,3,2
1312,6,5
1313,5,4
1314,8,7
1315,2,1
1316,7,6
1317,8,7
1318,6,5
1319,4,3
1320,2,1
*BREAK*
*CHUNK,GROUP:B
1321,6,13
1322,2,9
1323,4,11
1324,1,8
1325,7,14
1326,7,14
1327,8,15
1328,1,8
1329,3,10
1330,5,12
1331,3,10
1332,6,13
1333,7,14
1334,8,15
1335,2,9
1336,7,14
1337,3,10
1338,4,11
1339,5,12
1340,1,8
1341,4,11
1342,2,9
1343,5,12
1344,2,9
1345,8,15
1346,2,9
1347,6,13
1348,5,12
1349,4,11
1350,3,10
1351,5,12
1352,1,8
1353,4,11
1354,7,14
1355,8,15
1356,6,13
1357,6,13
1358,3,10
1359,8,15
1360,1,8
*BREAK*
*CHUNK,GROUP:A
1361,8,7
1362,2,1
1363,7,6
1364,6,5
1365,6,5
1366,3,2
1367,3,2
1368,5,4
1369,4,3
1370,8,7
1371,5,4
1372,7,6
1373,1,0
1374,8,7
1375,3,2
1376,2,1
1377,2,1
1378,3,2
1379,4,3
1380,5,4
1381,4,3
1382,6,5
1383,2,1
1384,4,3
1385,3,2
1386,7,6
1387,1,0
1388,1,0
1389,1,0
1390,6,5
1391,4,3
1392,2,1
1393,1,0
1394,8,7
1395,6,5
1396,5,4
1397,7,6
1398,8,7
1399,5,4
1400,7,6
*BREAK*
*CHUNK,GROUP:B
1401,2,9
1402,1,8
1403,1,8
1404,2,9
1405,2,9
1406,8,15
1407,8,15
1408,7,14
1409,6,13
1410,8,15
1411,7,14
1412,5,12
1413,3,10
1414,1,8
1415,4,11
1416,5,12
1417,4,11
1418,3,10
1419,2,9
1420,4,11
1421,5,12
1422,1,8
1423,4,11
1424,6,13
1425,1,8
1426,8,15
1427,5,12
1428,4,11
1429,7,14
1430,3,10
1431,7,14
1432,3,10
1433,2,9
1434,3,10
1435,6,13
1436,6,13
1437,7,14
1438,6,13
1439,8,15
1440,5,12
*BREAK*
*CHUNK,GROUP:A
1441,4,3
1442,5,4
1443,7,6
1444,2,1
1445,4,3
1446,7,6
1447,7,6
1448,8,7
1449,1,0
1450,1,0
1451,7,6
1452,6,5
1453,2,1
1454,3,2
1455,6,5
1456,4,3
1457,4,3
1458,6,5
1459,3,2
1460,8,7
1461,5,4
1462,2,1
1463,6,5
1464,8,7
1465,3,2
1466,8,7
1467,5,4
1468,1,0
1469,8,7
1470,6,5
1471,5,4
1472,3,2
1473,2,1
1474,1,0
1475,3,2
1476,4,3
1477,7,6
1478,2,1
1479,5,4
1480,1,0
*BREAK*
*CHUNK,GROUP:B
1481,1,8
1482,8,15
1483,2,9
1484,6,13
1485,6,13
1486,1,8
1487,6,13
1488,4,11
1489,5,12
1490,5,12
1491,3,10
1492,4,11
1493,5,12
1494,4,11
1495,7,14
1496,7,14
1497,3,10
1498,2,9
1499,5,12
1500,3,10
1501,2,9
1502,4,11
1503,2,9
1504,1,8
1505,8,15
1506,7,14
1507,1,8
1508,8,15
1509,4,11
1510,7,14
1511,1,8
1512,6,13
1513,2,9
1514,3,10
1515,8,15
1516,3,10
1517,5,12
1518,6,13
1519,7,14
1520,8,15
*BREAK*
*CHUNK,GROUP:A
1521,2,1
1522,3,2
1523,3,2
1524,6,5
1525,5,4
1526,8,7
1527,1,0
1528,2,1
1529,1,0
1530,4,3
1531,7,6
1532,8,7
1533,5,4
1534,7,6
1535,3,2
1536,2,1
1537,8,7
1538,1,0
1539,6,5
1540,4,3
1541,5,4
1542,3,2
1543,7,6
1544,7,6
1545,6,5
1546,2,1
1547,8,7
1548,5,4
1549,2,1
1550,4,3
1551,4,3
1552,4,3
1553,7,6
1554,6,5
1555,3,2
1556,8,7
1557,1,0
1558,5,4
1559,1,0
1560,6,5
*BREAK*
*CHUNK,GROUP:B
1561,4,11
1562,5,12
1563,8,15
1564,3,10
1565,7,14
1566,5,12
1567,6,13
1568,3,10
1569,7,14
1570,1,8
1571,2,9
1572,3,10
1573,3,10
1574,4,11
1575,1,8
1576,6,13
1577,3,10
1578,5,12
1579,1,8
1580,4,11
1581,6,13
1582,7,14
1583,8,15
1584,7,14
1585,6,13
1586,4,11
1587,5,12
1588,2,9
1589,1,8
1590,8,15
1591,4,11
1592,5,12
1593,2,9
1594,2,9
1595,6,13
1596,8,15
1597,8,15
1598,7,14
1599,1,8
1600,2,9
*BREAK*
*CHUNK,GROUP:A
1601,7,6
1602,5,4
1603,3,2
1604,3,2
1605,4,3
1606,1,0
1607,7,6
1608,7,6
1609,2,1
1610,2,1
1611,5,4
1612,2,1
1613,8,7
1614,1,0
1615,3,2
1616,3,2
1617,6,5
1618,6,5
1619,1,0
1620,4,3
1621,7,6
1622,2,1
1623,4,3
1624,6,5
1625,8,7
1626,1,0
1627,4,3
1628,6,5
1629,7,6
1630,5,4
1631,1,0
1632,8,7
1633,8,7
1634,5,4
1635,5,4
1636,3,2
1637,6,5
1638,4,3
1639,2,1
1640,8,7
*BREAK*
*CHUNK,GROUP:B
1641,1,8
1642,3,10
1643,7,14
1644,7,14
1645,4,11
1646,2,9
1647,6,13
1648,8,15
1649,6,13
1650,7,14
1651,2,9
1652,5,12
1653,5,12
1654,2,9
1655,3,10
1656,6,13
1657,8,15
1658,4,11
1659,5,12
1660,8,15
1661,4,11
1662,2,9
1663,5,12
1664,3,10
1665,7,14
1666,2,9
1667,8,15
1668,1,8
1669,1,8
1670,1,8
1671,7,14
1672,4,11
1673,8,15
1674,5,12
1675,3,10
1676,1,8
1677,3,10
1678,4,11
1679,6,13
1680,6,13
*BREAK*
*CHUNK,GROUP:A
1681,7,6
1682,8,7
1683,7,6
1684,5,4
1685,6,5
1686,4,3
1687,1,0
1688,8,7
1689,4,3
1690,8,7
1691,2,1
1692,1,0
1693,7,6
1694,5,4
1695,1,0
1696,6,5
1697,7,6
1698,3,2
1699,4,3
1700,1,0
1701,7,6
1702,2,1
1703,5,4
1704,2,1
1705,4,3
1706,3,2
1707,8,7
1708,5,4
1709,2,1
1710,1,0
1711,8,7
