*BaseSeed:1001,Group:0
*CHUNK,SEED:1001,GROUP:A
1001,7,6
1002,1,0
1003,3,2
1004,7,6
1005,6,5
1006,8,7
1007,5,4
1008,5,4
1009,3,2
1010,4,3
1011,4,3
1012,2,1
1013,2,1
1014,1,0
1015,6,5
1016,8,7
1017,2,1
1018,1,0
1019,7,6
1020,6,5
1021,8,7
1022,3,2
1023,4,3
1024,5,4
*BREAK*
*CHUNK,GROUP:A
1025,3,2
1026,8,7
1027,4,3
1028,5,4
1029,1,0
1030,3,2
1031,4,3
1032,5,4
1033,4,3
1034,2,1
1035,8,7
1036,8,7
1037,6,5
1038,5,4
1039,7,6
1040,2,1
1041,6,5
1042,1,0
1043,7,6
1044,3,2
1045,1,0
1046,6,5
1047,2,1
1048,7,6
*BREAK*
*CHUNK,GROUP:B
1049,3,10
1050,3,10
1051,8,15
1052,5,12
1053,2,9
1054,4,11
1055,5,12
1056,1,8
1057,4,11
1058,8,15
1059,6,13
1060,2,9
1061,7,14
1062,6,13
1063,7,14
1064,2,9
1065,5,12
1066,1,8
1067,8,15
1068,3,10
1069,1,8
1070,4,11
1071,7,14
1072,6,13
*BREAK*
*CHUNK,GROUP:B
1073,7,14
1074,5,12
1075,4,11
1076,2,9
1077,7,14
1078,6,13
1079,1,8
1080,4,11
1081,1,8
1082,2,9
1083,6,13
1084,1,8
1085,5,12
1086,6,13
1087,8,15
1088,3,10
1089,4,11
1090,8,15
1091,3,10
1092,8,15
1093,3,10
1094,7,14
1095,5,12
1096,2,9
*BREAK*
*CHUNK,GROUP:A
1097,7,6
1098,1,0
1099,6,5
1100,5,4
1101,4,3
1102,5,4
1103,1,0
1104,5,4
1105,6,5
1106,7,6
1107,1,0
1108,3,2
1109,6,5
1110,8,7
1111,8,7
1112,3,2
1113,4,3
1114,3,2
1115,2,1
1116,7,6
1117,2,1
1118,2,1
1119,8,7
1120,4,3
*BREAK*
*CHUNK,GROUP:A
1121,6,5
1122,2,1
1123,6,5
1124,8,7
1125,4,3
1126,4,3
1127,3,2
1128,7,6
1129,4,3
1130,5,4
1131,2,1
1132,5,4
1133,8,7
1134,1,0
1135,6,5
1136,7,6
1137,7,6
1138,8,7
1139,2,1
1140,1,0
1141,3,2
1142,5,4
1143,3,2
1144,1,0
*BREAK*
*CHUNK,GROUP:B
1145,5,12
1146,4,11
1147,6,13
1148,5,12
1149,7,14
1150,1,8
1151,8,15
1152,3,10
1153,1,8
1154,1,8
1155,8,15
1156,7,14
1157,4,11
1158,3,10
1159,7,14
1160,3,10
1161,4,11
1162,2,9
1163,8,15
1164,6,13
1165,2,9
1166,5,12
1167,2,9
1168,6,13
*BREAK*
*CHUNK,GROUP:B
1169,7,14
1170,1,8
1171,1,8
1172,2,9
1173,3,10
1174,7,14
1175,5,12
1176,2,9
1177,8,15
1178,7,14
1179,1,8
1180,8,15
1181,5,12
1182,3,10
1183,8,15
1184,6,13
1185,4,11
1186,4,11
1187,6,13
1188,3,10
1189,4,11
1190,6,13
1191,5,12
1192,2,9
*BREAK*
*CHUNK,GROUP:A
1193,1,0
1194,4,3
1195,8,7
1196,3,2
1197,6,5
1198,7,6
1199,8,7
1200,5,4
1201,2,1
1202,2,1
1203,7,6
1204,4,3
1205,4,3
1206,7,6
1207,5,4
1208,6,5
1209,8,7
1210,1,0
1211,1,0
1212,3,2
1213,3,2
1214,2,1
1215,5,4
1216,6,5
*BREAK*
*CHUNK,GROUP:A
1217,2,1
1218,4,3
1219,5,4
1220,8,7
1221,1,0
1222,3,2
1223,6,5
1224,2,1
1225,6,5
1226,3,2
1227,6,5
1228,4,3
1229,8,7
1230,4,3
1231,3,2
1232,2,1
1233,7,6
1234,7,6
1235,1,0
1236,1,0
1237,7,6
1238,5,4
1239,8,7
1240,5,4
*BREAK*
*CHUNK,GROUP:B
1241,4,11
1242,5,12
1243,4,11
1244,8,15
1245,3,10
1246,5,12
1247,2,9
1248,2,9
1249,5,12
1250,6,13
1251,1,8
1252,8,15
1253,3,10
1254,6,13
1255,7,14
1256,8,15
1257,7,14
1258,1,8
1259,4,11
1260,3,10
1261,1,8
1262,6,13
1263,2,9
1264,7,14
*BREAK*
*CHUNK,GROUP:B
1265,8,15
1266,7,14
1267,3,10
1268,8,15
1269,8,15
1270,2,9
1271,5,12
1272,4,11
1273,5,12
1274,4,11
1275,2,9
1276,7,14
1277,6,13
1278,3,10
1279,1,8
1280,7,14
1281,2,9
1282,6,13
1283,1,8
1284,4,11
1285,5,12
1286,6,13
1287,3,10
1288,1,8
*BREAK*
*CHUNK,GROUP:A
1289,7,6
1290,8,7
1291,6,5
1292,1,0
1293,3,2
1294,3,2
1295,2,1
1296,5,4
1297,4,3
1298,5,4
