*BaseSeed:1012,Group:0
*CHUNK,SEED:1012,GROUP:A
1001,4,3
1002,7,6
1003,4,3
1004,8,7
1005,5,4
1006,3,2
1007,1,0
1008,5,4
1009,8,7
1010,3,2
1011,4,3
1012,6,5
1013,5,4
1014,7,6
1015,6,5
1016,1,0
1017,3,2
1018,1,0
1019,7,6
1020,2,1
1021,6,5
1022,2,1
1023,4,3
1024,2,1
1025,1,0
1026,7,6
1027,5,4
1028,1,0
1029,2,1
1030,8,7
1031,2,1
1032,6,5
1033,8,7
1034,3,2
1035,4,3
1036,7,6
1037,5,4
1038,3,2
1039,6,5
1040,8,7
*BREAK*
*CHUNK,GROUP:A
1041,6,5
1042,1,0
1043,8,7
1044,7,6
1045,5,4
1046,7,6
1047,4,3
1048,1,0
1049,6,5
1050,3,2
1051,8,7
1052,2,1
1053,8,7
1054,5,4
1055,6,5
1056,1,0
1057,3,2
1058,2,1
1059,7,6
1060,7,6
1061,2,1
1062,5,4
1063,3,2
1064,4,3
1065,1,0
1066,6,5
1067,4,3
1068,5,4
1069,7,6
1070,4,3
1071,3,2
1072,8,7
1073,2,1
1074,2,1
1075,1,0
1076,3,2
1077,5,4
1078,6,5
1079,4,3
1080,8,7
*BREAK*
*CHUNK,GROUP:B
1081,5,12
1082,6,13
1083,2,9
1084,4,11
1085,3,10
1086,7,14
1087,6,13
1088,2,9
1089,2,9
1090,3,10
1091,5,12
1092,4,11
1093,7,14
1094,5,12
1095,7,14
1096,6,13
1097,3,10
1098,3,10
1099,5,12
1100,8,15
1101,2,9
1102,4,11
1103,6,13
1104,1,8
1105,8,15
1106,4,11
1107,7,14
1108,3,10
1109,8,15
1110,7,14
1111,1,8
1112,2,9
1113,1,8
1114,1,8
1115,8,15
1116,5,12
1117,1,8
1118,6,13
1119,8,15
1120,4,11
*BREAK*
*CHUNK,GROUP:B
1121,1,8
1122,8,15
1123,1,8
1124,2,9
1125,2,9
1126,6,13
1127,8,15
1128,3,10
1129,6,13
1130,8,15
1131,2,9
1132,4,11
1133,5,12
1134,5,12
1135,3,10
1136,1,8
1137,7,14
1138,4,11
1139,1,8
1140,2,9
1141,8,15
1142,5,12
1143,6,13
1144,7,14
1145,3,10
1146,7,14
1147,4,11
1148,7,14
1149,4,11
1150,1,8
1151,2,9
1152,8,15
1153,3,10
1154,5,12
1155,6,13
1156,6,13
1157,4,11
1158,3,10
1159,5,12
1160,7,14
*BREAK*
*CHUNK,GROUP:A
1161,1,0
1162,8,7
1163,3,2
1164,6,5
1165,4,3
1166,6,5
1167,3,2
1168,5,4
1169,8,7
1170,1,0
1171,6,5
1172,4,3
1173,5,4
1174,7,6
1175,2,1
1176,2,1
1177,5,4
1178,1,0
1179,7,6
1180,5,4
1181,2,1
1182,8,7
1183,4,3
1184,5,4
1185,1,0
1186,8,7
1187,2,1
1188,4,3
1189,7,6
1190,2,1
1191,3,2
1192,8,7
1193,3,2
1194,7,6
1195,7,6
1196,6,5
1197,3,2
1198,6,5
1199,4,3
1200,1,0
*BREAK*
*CHUNK,GROUP:A
1201,2,1
1202,3,2
1203,8,7
1204,1,0
1205,8,7
1206,5,4
1207,2,1
1208,6,5
1209,7,6
1210,6,5
1211,8,7
1212,7,6
1213,4,3
1214,8,7
1215,5,4
1216,2,1
1217,6,5
1218,7,6
1219,5,4
1220,3,2
1221,7,6
1222,6,5
1223,2,1
1224,5,4
1225,3,2
1226,5,4
1227,1,0
1228,2,1
1229,7,6
1230,6,5
1231,4,3
1232,3,2
1233,4,3
1234,1,0
1235,4,3
1236,1,0
1237,1,0
1238,4,3
1239,3,2
1240,8,7
*BREAK*
*CHUNK,GROUP:B
1241,2,9
1242,3,10
1243,4,11
1244,1,8
1245,3,10
1246,2,9
1247,6,13
1248,5,12
1249,4,11
1250,5,12
1251,2,9
1252,7,14
1253,8,15
1254,3,10
1255,8,15
1256,6,13
1257,6,13
1258,2,9
1259,4,11
1260,8,15
1261,1,8
1262,3,10
1263,2,9
1264,5,12
1265,8,15
1266,7,14
1267,4,11
1268,1,8
1269,5,12
1270,1,8
1271,6,13
1272,8,15
1273,4,11
1274,6,13
1275,7,14
1276,5,12
1277,7,14
1278,7,14
1279,1,8
