*BaseSeed:1100,Group:0
*CHUNK,SEED:1100,GROUP:A
1001,1,0
1002,7,6
1003,4,3
1004,8,7
1005,5,4
1006,3,2
1007,6,5
1008,2,1
1009,2,1
1010,1,0
1011,2,1
1012,8,7
1013,7,6
1014,5,4
1015,5,4
1016,3,2
1017,4,3
1018,4,3
1019,7,6
1020,3,2
1021,3,2
1022,1,0
1023,1,0
1024,4,3
1025,1,0
1026,5,4
1027,6,5
1028,8,7
1029,5,4
1030,2,1
1031,8,7
1032,6,5
1033,2,1
1034,3,2
1035,7,6
1036,7,6
1037,6,5
1038,6,5
1039,8,7
1040,4,3
*BREAK*
*CHUNK,GROUP:B
1041,3,10
1042,6,13
1043,4,11
1044,7,14
1045,3,10
1046,7,14
1047,1,8
1048,5,12
1049,1,8
1050,2,9
1051,8,15
1052,7,14
1053,3,10
1054,3,10
1055,8,15
1056,7,14
1057,6,13
1058,1,8
1059,3,10
1060,4,11
1061,6,13
1062,2,9
1063,4,11
1064,6,13
1065,5,12
1066,2,9
1067,8,15
1068,1,8
1069,2,9
1070,2,9
1071,6,13
1072,5,12
1073,8,15
1074,8,15
1075,4,11
1076,7,14
1077,5,12
1078,1,8
1079,5,12
1080,4,11
*BREAK*
*CHUNK,GROUP:A
1081,6,5
1082,1,0
1083,6,5
1084,1,0
1085,5,4
1086,4,3
1087,5,4
1088,2,1
1089,8,7
1090,8,7
1091,7,6
1092,4,3
1093,4,3
1094,6,5
1095,4,3
1096,5,4
1097,7,6
1098,1,0
1099,3,2
1100,1,0
1101,3,2
1102,2,1
1103,7,6
1104,1,0
1105,4,3
1106,5,4
1107,2,1
1108,2,1
1109,7,6
1110,5,4
1111,8,7
1112,6,5
1113,2,1
1114,3,2
1115,8,7
1116,7,6
1117,3,2
1118,6,5
1119,3,2
1120,8,7
*BREAK*
*CHUNK,GROUP:B
1121,4,11
1122,2,9
1123,7,14
1124,8,15
1125,7,14
1126,3,10
1127,7,14
1128,8,15
1129,6,13
1130,2,9
1131,7,14
1132,8,15
1133,1,8
1134,1,8
1135,5,12
1136,6,13
1137,5,12
1138,3,10
1139,6,13
1140,2,9
1141,8,15
1142,4,11
1143,8,15
1144,5,12
1145,4,11
1146,1,8
1147,7,14
1148,5,12
1149,1,8
1150,2,9
1151,3,10
1152,4,11
1153,3,10
1154,6,13
1155,5,12
1156,2,9
1157,1,8
1158,6,13
1159,3,10
1160,4,11
*BREAK*
*CHUNK,GROUP:A
1161,1,0
1162,6,5
1163,6,5
1164,7,6
1165,8,7
1166,8,7
1167,2,1
1168,3,2
1169,2,1
1170,1,0
1171,5,4
1172,3,2
1173,1,0
1174,6,5
1175,1,0
1176,8,7
1177,3,2
1178,4,3
1179,1,0
1180,5,4
1181,4,3
1182,7,6
1183,7,6
1184,2,1
1185,6,5
1186,7,6
1187,7,6
1188,2,1
1189,2,1
1190,3,2
1191,4,3
1192,4,3
1193,5,4
1194,4,3
1195,6,5
1196,3,2
1197,8,7
1198,5,4
1199,8,7
1200,5,4
*BREAK*
*CHUNK,GROUP:B
1201,5,12
1202,6,13
1203,4,11
1204,1,8
1205,1,8
1206,2,9
1207,8,15
1208,3,10
1209,1,8
1210,2,9
1211,1,8
1212,4,11
1213,4,11
1214,2,9
1215,2,9
1216,7,14
1217,6,13
1218,4,11
1219,5,12
1220,4,11
1221,5,12
1222,3,10
1223,6,13
1224,7,14
1225,1,8
1226,8,15
1227,3,10
1228,6,13
1229,6,13
1230,5,12
1231,7,14
1232,7,14
1233,3,10
1234,8,15
1235,8,15
1236,8,15
1237,7,14
1238,3,10
1239,5,12
1240,2,9
*BREAK*
*CHUNK,GROUP:A
1241,5,4
1242,6,5
1243,3,2
1244,6,5
1245,8,7
1246,1,0
1247,3,2
1248,4,3
1249,2,1
1250,5,4
1251,8,7
1252,7,6
1253,7,6
1254,7,6
1255,8,7
1256,4,3
1257,6,5
1258,5,4
1259,3,2
1260,7,6
1261,1,0
1262,2,1
1263,4,3
1264,3,2
1265,2,1
1266,2,1
1267,1,0
1268,8,7
1269,8,7
1270,7,6
1271,1,0
1272,4,3
1273,6,5
1274,4,3
1275,5,4
1276,6,5
1277,1,0
1278,3,2
1279,5,4
1280,2,1
*BREAK*
*CHUNK,GROUP:B
1281,1,8
1282,2,9
1283,6,13
1284,7,14
1285,6,13
1286,7,14
1287,4,11
1288,7,14
1289,8,15
1290,6,13
1291,5,12
1292,2,9
1293,4,11
1294,1,8
1295,5,12
1296,4,11
1297,6,13
1298,4,11
1299,8,15
1300,8,15
1301,2,9
1302,5,12
1303,3,10
1304,3,10
1305,3,10
1306,3,10
1307,4,11
1308,2,9
1309,7,14
1310,6,13
1311,2,9
1312,3,10
1313,1,8
1314,7,14
1315,1,8
1316,8,15
1317,5,12
1318,5,12
1319,8,15
1320,1,8
*BREAK*
*CHUNK,GROUP:A
1321,1,0
1322,2,1
1323,4,3
1324,2,1
1325,4,3
1326,7,6
1327,3,2
1328,7,6
1329,4,3
1330,8,7
1331,4,3
1332,1,0
1333,2,1
1334,5,4
1335,8,7
1336,3,2
1337,8,7
1338,5,4
1339,1,0
1340,6,5
1341,7,6
1342,7,6
1343,3,2
1344,6,5
1345,1,0
1346,8,7
1347,5,4
1348,7,6
1349,3,2
1350,2,1
1351,5,4
1352,5,4
1353,8,7
1354,3,2
1355,6,5
1356,4,3
1357,6,5
1358,2,1
1359,6,5
1360,1,0
*BREAK*
*CHUNK,GROUP:B
1361,5,12
1362,4,11
1363,3,10
1364,8,15
1365,1,8
1366,6,13
1367,7,14
1368,4,11
1369,7,14
1370,4,11
1371,7,14
1372,2,9
1373,7,14
1374,6,13
1375,4,11
1376,1,8
1377,3,10
1378,1,8
1379,6,13
1380,2,9
1381,1,8
1382,5,12
1383,1,8
1384,4,11
1385,3,10
1386,5,12
1387,3,10
1388,7,14
1389,5,12
1390,2,9
1391,2,9
1392,8,15
1393,6,13
1394,6,13
1395,3,10
1396,8,15
1397,5,12
1398,8,15
1399,8,15
1400,2,9
*BREAK*
*CHUNK,GROUP:A
1401,4,3
1402,3,2
1403,2,1
1404,5,4
1405,3,2
1406,7,6
1407,8,7
1408,5,4
1409,6,5
1410,1,0
1411,4,3
1412,6,5
1413,2,1
1414,2,1
1415,8,7
1416,1,0
1417,7,6
1418,4,3
1419,8,7
1420,5,4
1421,3,2
1422,3,2
1423,4,3
1424,2,1
1425,6,5
1426,6,5
1427,5,4
1428,3,2
1429,8,7
1430,4,3
1431,6,5
1432,1,0
1433,7,6
1434,7,6
1435,1,0
1436,5,4
1437,7,6
1438,2,1
1439,1,0
1440,8,7
*BREAK*
*CHUNK,GROUP:B
1441,7,14
1442,6,13
1443,6,13
1444,4,11
1445,4,11
1446,8,15
1447,6,13
1448,3,10
1449,1,8
1450,4,11
1451,3,10
1452,3,10
1453,5,12
1454,8,15
1455,8,15
1456,7,14
1457,8,15
1458,2,9
1459,7,14
1460,4,11
1461,5,12
1462,1,8
1463,1,8
1464,2,9
1465,2,9
1466,5,12
1467,2,9
1468,6,13
1469,7,14
1470,7,14
1471,1,8
1472,5,12
1473,8,15
1474,3,10
1475,5,12
1476,1,8
1477,3,10
1478,2,9
1479,4,11
1480,6,13
*BREAK*
*CHUNK,GROUP:A
1481,5,4
1482,7,6
1483,7,6
1484,2,1
1485,6,5
1486,1,0
1487,4,3
1488,4,3
1489,5,4
1490,6,5
1491,8,7
1492,1,0
1493,2,1
1494,5,4
1495,8,7
1496,2,1
1497,1,0
1498,8,7
1499,3,2
1500,3,2
1501,2,1
1502,7,6
1503,7,6
1504,4,3
1505,3,2
1506,6,5
1507,6,5
1508,8,7
1509,4,3
1510,4,3
1511,7,6
1512,3,2
1513,8,7
1514,1,0
1515,5,4
1516,2,1
1517,3,2
1518,5,4
1519,6,5
1520,1,0
*BREAK*
*CHUNK,GROUP:B
1521,2,9
1522,5,12
1523,3,10
1524,4,11
1525,2,9
1526,1,8
1527,4,11
1528,4,11
1529,6,13
1530,3,10
1531,3,10
1532,4,11
1533,2,9
1534,5,12
1535,8,15
1536,1,8
1537,5,12
1538,6,13
1539,2,9
1540,8,15
1541,3,10
1542,1,8
1543,5,12
1544,2,9
1545,5,12
1546,6,13
1547,4,11
1548,8,15
1549,6,13
1550,7,14
1551,8,15
1552,7,14
