*BaseSeed:1040,Group:1
*CHUNK,SEED:1040,GROUP:B
1001,7,14
1002,5,12
1003,1,8
1004,1,8
1005,3,10
1006,4,11
1007,8,15
1008,8,15
1009,5,12
1010,6,13
1011,7,14
1012,6,13
1013,6,13
1014,3,10
1015,2,9
1016,5,12
1017,1,8
1018,1,8
1019,3,10
1020,7,14
1021,3,10
1022,2,9
1023,4,11
1024,4,11
1025,2,9
1026,5,12
1027,2,9
1028,1,8
1029,5,12
1030,8,15
1031,7,14
1032,8,15
1033,6,13
1034,8,15
1035,7,14
1036,2,9
1037,6,13
1038,4,11
1039,4,11
1040,3,10
*BREAK*
*CHUNK,GROUP:B
1041,8,15
1042,5,12
1043,8,15
1044,2,9
1045,1,8
1046,3,10
1047,3,10
1048,1,8
1049,8,15
1050,3,10
1051,7,14
1052,3,10
1053,1,8
1054,8,15
1055,4,11
1056,3,10
1057,4,11
1058,7,14
1059,5,12
1060,4,11
1061,5,12
1062,5,12
1063,4,11
1064,8,15
1065,7,14
1066,7,14
1067,2,9
1068,4,11
1069,6,13
1070,2,9
1071,6,13
1072,1,8
1073,1,8
1074,2,9
1075,7,14
1076,6,13
1077,5,12
1078,6,13
1079,6,13
1080,2,9
*BREAK*
*CHUNK,GROUP:A
1081,1,0
1082,8,7
1083,3,2
1084,8,7
1085,4,3
1086,6,5
1087,5,4
1088,6,5
1089,2,1
1090,7,6
1091,7,6
1092,4,3
1093,7,6
1094,1,0
1095,4,3
1096,3,2
1097,4,3
1098,8,7
1099,6,5
1100,5,4
1101,2,1
1102,5,4
1103,1,0
1104,5,4
1105,7,6
1106,1,0
1107,2,1
1108,3,2
1109,3,2
1110,3,2
1111,2,1
1112,7,6
1113,6,5
1114,1,0
1115,8,7
1116,5,4
1117,4,3
1118,2,1
1119,6,5
1120,8,7
*BREAK*
*CHUNK,GROUP:A
1121,3,2
1122,3,2
1123,5,4
1124,4,3
1125,2,1
1126,6,5
1127,6,5
1128,6,5
1129,2,1
1130,6,5
1131,8,7
1132,3,2
1133,4,3
1134,5,4
1135,2,1
1136,8,7
1137,3,2
1138,7,6
1139,4,3
1140,7,6
1141,5,4
1142,1,0
1143,8,7
1144,8,7
1145,7,6
1146,2,1
1147,6,5
1148,7,6
1149,1,0
1150,5,4
1151,4,3
1152,1,0
1153,4,3
1154,1,0
1155,2,1
1156,7,6
1157,5,4
1158,8,7
1159,1,0
1160,3,2
*BREAK*
*CHUNK,GROUP:B
1161,2,9
1162,8,15
1163,1,8
1164,6,13
1165,8,15
1166,1,8
1167,3,10
1168,3,10
1169,2,9
1170,8,15
1171,8,15
1172,7,14
1173,2,9
1174,4,11
1175,2,9
1176,3,10
1177,5,12
1178,3,10
1179,7,14
1180,1,8
1181,4,11
1182,5,12
1183,4,11
1184,4,11
1185,5,12
1186,6,13
1187,6,13
1188,6,13
1189,7,14
1190,8,15
1191,7,14
1192,4,11
1193,1,8
1194,5,12
1195,5,12
1196,6,13
1197,7,14
1198,2,9
1199,1,8
1200,3,10
*BREAK*
*CHUNK,GROUP:B
1201,8,15
1202,3,10
1203,2,9
1204,4,11
1205,6,13
1206,5,12
1207,8,15
1208,2,9
1209,2,9
1210,3,10
1211,8,15
1212,1,8
1213,2,9
1214,1,8
1215,4,11
1216,7,14
1217,5,12
1218,1,8
1219,4,11
1220,3,10
1221,6,13
1222,1,8
1223,5,12
1224,4,11
1225,6,13
1226,8,15
1227,3,10
1228,6,13
1229,6,13
1230,5,12
1231,1,8
1232,5,12
1233,7,14
1234,7,14
1235,4,11
1236,7,14
1237,2,9
1238,3,10
1239,7,14
1240,8,15
*BREAK*
*CHUNK,GROUP:A
1241,7,6
1242,4,3
1243,4,3
1244,5,4
1245,7,6
1246,4,3
1247,4,3
1248,3,2
1249,7,6
1250,8,7
1251,3,2
1252,2,1
1253,1,0
1254,5,4
1255,6,5
1256,6,5
1257,6,5
1258,6,5
1259,3,2
1260,1,0
1261,5,4
1262,2,1
1263,8,7
1264,3,2
1265,1,0
1266,8,7
1267,7,6
1268,1,0
1269,2,1
1270,1,0
1271,8,7
1272,5,4
1273,2,1
1274,5,4
1275,7,6
1276,4,3
1277,2,1
1278,8,7
1279,6,5
1280,3,2
*BREAK*
*CHUNK,GROUP:A
1281,7,6
1282,6,5
1283,6,5
1284,7,6
1285,5,4
1286,4,3
1287,2,1
1288,4,3
1289,1,0
1290,8,7
1291,6,5
1292,3,2
1293,5,4
1294,1,0
1295,2,1
1296,5,4
1297,3,2
1298,8,7
1299,5,4
1300,8,7
1301,6,5
1302,4,3
1303,2,1
1304,6,5
1305,1,0
1306,3,2
1307,4,3
1308,2,1
1309,8,7
1310,7,6
1311,7,6
1312,1,0
1313,8,7
1314,1,0
1315,3,2
1316,3,2
1317,7,6
1318,4,3
1319,2,1
1320,5,4
*BREAK*
*CHUNK,GROUP:B
1321,6,13
1322,8,15
1323,4,11
1324,5,12
1325,7,14
1326,2,9
1327,6,13
1328,8,15
1329,6,13
1330,4,11
1331,3,10
1332,8,15
1333,8,15
1334,5,12
1335,3,10
1336,2,9
1337,6,13
1338,5,12
1339,7,14
1340,4,11
1341,2,9
1342,1,8
1343,4,11
1344,6,13
1345,7,14
1346,7,14
1347,5,12
1348,3,10
1349,4,11
1350,7,14
1351,3,10
1352,5,12
1353,1,8
1354,1,8
1355,2,9
1356,1,8
1357,1,8
1358,2,9
1359,3,10
1360,8,15
*BREAK*
*CHUNK,GROUP:B
1361,4,11
1362,3,10
1363,3,10
1364,2,9
1365,1,8
1366,5,12
1367,3,10
1368,2,9
1369,7,14
1370,2,9
1371,7,14
1372,2,9
1373,8,15
1374,4,11
1375,6,13
1376,5,12
1377,8,15
1378,6,13
1379,4,11
1380,5,12
1381,6,13
1382,8,15
1383,8,15
1384,1,8
1385,3,10
1386,2,9
1387,1,8
1388,3,10
1389,7,14
1390,1,8
1391,5,12
1392,5,12
1393,1,8
1394,8,15
1395,4,11
1396,7,14
1397,6,13
1398,4,11
1399,7,14
1400,6,13
*BREAK*
*CHUNK,GROUP:A
1401,6,5
1402,8,7
1403,1,0
1404,6,5
1405,8,7
1406,4,3
1407,3,2
1408,4,3
1409,7,6
1410,7,6
1411,2,1
1412,3,2
1413,3,2
1414,6,5
1415,2,1
1416,7,6
1417,6,5
1418,6,5
1419,5,4
1420,4,3
1421,3,2
1422,1,0
1423,8,7
1424,4,3
1425,7,6
1426,5,4
1427,5,4
1428,4,3
1429,8,7
1430,2,1
1431,5,4
1432,1,0
1433,5,4
1434,1,0
1435,3,2
1436,1,0
1437,2,1
1438,7,6
1439,2,1
1440,8,7
*BREAK*
*CHUNK,GROUP:A
1441,2,1
1442,4,3
1443,3,2
1444,3,2
1445,6,5
1446,6,5
1447,4,3
1448,8,7
1449,1,0
1450,8,7
1451,4,3
1452,3,2
1453,4,3
1454,4,3
1455,3,2
1456,5,4
1457,6,5
1458,3,2
1459,7,6
1460,6,5
1461,5,4
1462,7,6
1463,1,0
1464,1,0
1465,6,5
1466,1,0
1467,1,0
1468,7,6
1469,8,7
1470,2,1
1471,2,1
1472,7,6
1473,8,7
1474,5,4
1475,5,4
1476,8,7
1477,5,4
1478,2,1
1479,2,1
1480,7,6
*BREAK*
*CHUNK,GROUP:B
1481,6,13
1482,1,8
1483,3,10
1484,5,12
1485,6,13
1486,2,9
1487,1,8
1488,6,13
1489,7,14
1490,2,9
1491,8,15
1492,3,10
1493,5,12
1494,2,9
1495,7,14
1496,4,11
1497,2,9
1498,7,14
1499,1,8
1500,1,8
1501,6,13
1502,7,14
1503,8,15
1504,8,15
1505,4,11
1506,4,11
1507,3,10
1508,4,11
1509,3,10
1510,8,15
1511,5,12
1512,5,12
1513,7,14
1514,8,15
1515,1,8
1516,3,10
1517,2,9
1518,4,11
1519,5,12
1520,6,13
*BREAK*
*CHUNK,GROUP:B
1521,7,14
1522,7,14
1523,3,10
1524,6,13
1525,1,8
1526,3,10
1527,1,8
1528,2,9
1529,6,13
1530,5,12
1531,5,12
1532,7,14
1533,1,8
1534,7,14
1535,8,15
1536,6,13
1537,2,9
1538,8,15
1539,1,8
1540,6,13
1541,4,11
1542,8,15
1543,4,11
1544,4,11
1545,3,10
1546,1,8
1547,3,10
1548,6,13
1549,7,14
1550,2,9
1551,3,10
1552,4,11
1553,5,12
1554,4,11
1555,8,15
1556,5,12
1557,5,12
1558,2,9
1559,8,15
1560,2,9
*BREAK*
*CHUNK,GROUP:A
1561,4,3
1562,4,3
1563,2,1
1564,1,0
1565,3,2
1566,1,0
1567,8,7
1568,8,7
1569,3,2
1570,4,3
1571,4,3
1572,6,5
1573,2,1
1574,1,0
1575,3,2
1576,1,0
1577,8,7
1578,7,6
1579,2,1
1580,7,6
1581,3,2
1582,1,0
1583,7,6
1584,2,1
1585,8,7
1586,5,4
1587,2,1
1588,4,3
1589,6,5
1590,7,6
1591,5,4
1592,5,4
1593,5,4
1594,6,5
1595,6,5
1596,7,6
1597,5,4
1598,6,5
1599,3,2
1600,8,7
*BREAK*
*CHUNK,GROUP:A
1601,1,0
1602,7,6
1603,3,2
1604,1,0
1605,4,3
1606,5,4
1607,1,0
1608,6,5
1609,7,6
1610,1,0
1611,8,7
1612,6,5
1613,5,4
1614,6,5
1615,3,2
1616,6,5
1617,5,4
1618,5,4
1619,4,3
1620,3,2
1621,7,6
1622,2,1
1623,4,3
1624,8,7
1625,7,6
1626,1,0
1627,8,7
1628,3,2
1629,4,3
1630,8,7
1631,3,2
1632,7,6
1633,4,3
1634,2,1
1635,5,4
1636,6,5
1637,2,1
1638,2,1
1639,8,7
1640,2,1
*BREAK*
*CHUNK,GROUP:B
1641,8,15
1642,4,11
1643,8,15
1644,8,15
1645,7,14
1646,2,9
1647,1,8
1648,2,9
1649,3,10
1650,3,10
1651,5,12
1652,5,12
1653,3,10
1654,6,13
1655,5,12
1656,4,11
1657,5,12
1658,2,9
1659,6,13
1660,7,14
1661,1,8
1662,3,10
1663,5,12
1664,4,11
1665,7,14
1666,4,11
1667,4,11
1668,2,9
1669,7,14
1670,8,15
1671,6,13
1672,7,14
1673,6,13
1674,3,10
1675,8,15
1676,1,8
1677,2,9
1678,1,8
1679,1,8
1680,6,13
*BREAK*
*CHUNK,GROUP:B
1681,1,8
1682,4,11
1683,6,13
1684,8,15
1685,1,8
1686,4,11
1687,5,12
1688,8,15
1689,3,10
1690,4,11
1691,2,9
1692,3,10
1693,8,15
1694,2,9
1695,4,11
1696,6,13
1697,6,13
1698,1,8
1699,5,12
1700,5,12
1701,1,8
1702,7,14
1703,8,15
1704,7,14
1705,3,10
1706,2,9
1707,7,14
1708,2,9
1709,8,15
1710,4,11
1711,3,10
1712,7,14
1713,6,13
1714,5,12
1715,5,12
1716,1,8
1717,2,9
1718,6,13
1719,7,14
1720,3,10
