*BaseSeed:1034,Group:1
*CHUNK,SEED:1034,GROUP:B
1001,5,12
1002,3,10
1003,6,13
1004,2,9
1005,4,11
1006,1,8
1007,8,15
1008,2,9
1009,3,10
1010,1,8
1011,4,11
1012,5,12
1013,4,11
1014,6,13
1015,8,15
1016,3,10
1017,6,13
1018,2,9
1019,7,14
1020,5,12
1021,3,10
1022,5,12
1023,6,13
1024,2,9
1025,1,8
1026,2,9
1027,1,8
1028,7,14
1029,7,14
1030,8,15
1031,1,8
1032,3,10
1033,7,14
1034,7,14
1035,8,15
1036,5,12
1037,4,11
1038,4,11
1039,6,13
1040,8,15
*BREAK*
*CHUNK,GROUP:B
1041,5,12
1042,6,13
1043,1,8
1044,7,14
1045,6,13
1046,5,12
1047,1,8
1048,2,9
1049,7,14
1050,3,10
1051,4,11
1052,5,12
1053,5,12
1054,8,15
1055,1,8
1056,8,15
1057,2,9
1058,6,13
1059,2,9
1060,7,14
1061,7,14
1062,7,14
1063,3,10
1064,6,13
1065,3,10
1066,4,11
1067,8,15
1068,4,11
1069,3,10
1070,3,10
1071,6,13
1072,4,11
1073,8,15
1074,4,11
1075,2,9
1076,1,8
1077,1,8
1078,2,9
1079,5,12
1080,8,15
*BREAK*
*CHUNK,GROUP:A
1081,5,4
1082,4,3
1083,3,2
1084,6,5
1085,8,7
1086,6,5
1087,3,2
1088,8,7
1089,8,7
1090,8,7
1091,3,2
1092,7,6
1093,4,3
1094,1,0
1095,2,1
1096,7,6
1097,1,0
1098,1,0
1099,6,5
1100,4,3
1101,6,5
1102,5,4
1103,3,2
1104,7,6
1105,2,1
1106,8,7
1107,1,0
1108,5,4
1109,3,2
1110,5,4
1111,4,3
1112,7,6
1113,5,4
1114,2,1
1115,4,3
1116,7,6
1117,6,5
1118,2,1
1119,1,0
1120,2,1
*BREAK*
*CHUNK,GROUP:A
1121,6,5
1122,3,2
1123,4,3
1124,5,4
1125,1,0
1126,5,4
1127,4,3
1128,8,7
1129,8,7
1130,7,6
1131,7,6
1132,2,1
1133,1,0
1134,4,3
1135,1,0
1136,2,1
1137,5,4
1138,8,7
1139,6,5
1140,6,5
1141,2,1
1142,7,6
1143,3,2
1144,1,0
1145,7,6
1146,8,7
1147,6,5
1148,6,5
1149,2,1
1150,5,4
1151,3,2
1152,2,1
1153,4,3
1154,1,0
1155,5,4
1156,3,2
1157,7,6
1158,4,3
1159,8,7
1160,3,2
*BREAK*
*CHUNK,GROUP:B
1161,3,10
1162,3,10
1163,6,13
1164,8,15
1165,1,8
1166,8,15
1167,3,10
1168,7,14
1169,8,15
1170,1,8
1171,5,12
1172,7,14
1173,2,9
1174,6,13
1175,2,9
1176,5,12
1177,8,15
1178,4,11
1179,5,12
1180,7,14
1181,2,9
1182,1,8
1183,3,10
1184,4,11
1185,2,9
1186,6,13
1187,5,12
1188,6,13
1189,5,12
1190,7,14
1191,1,8
1192,6,13
1193,4,11
1194,8,15
1195,2,9
1196,4,11
1197,7,14
1198,3,10
1199,1,8
1200,4,11
*BREAK*
*CHUNK,GROUP:B
1201,3,10
1202,8,15
1203,1,8
1204,1,8
1205,6,13
1206,8,15
1207,2,9
1208,7,14
1209,6,13
1210,5,12
1211,1,8
1212,8,15
1213,4,11
1214,1,8
1215,5,12
1216,5,12
1217,6,13
1218,8,15
1219,4,11
1220,7,14
1221,8,15
1222,7,14
1223,4,11
1224,5,12
1225,2,9
1226,6,13
1227,1,8
1228,6,13
1229,2,9
1230,4,11
1231,3,10
1232,3,10
1233,3,10
1234,2,9
1235,4,11
1236,2,9
1237,7,14
1238,5,12
1239,3,10
1240,7,14
*BREAK*
*CHUNK,GROUP:A
1241,5,4
1242,2,1
1243,8,7
1244,5,4
1245,4,3
1246,6,5
1247,3,2
1248,8,7
1249,3,2
1250,2,1
1251,6,5
1252,2,1
1253,2,1
1254,6,5
1255,1,0
1256,4,3
1257,3,2
1258,4,3
1259,8,7
1260,8,7
1261,3,2
1262,5,4
1263,1,0
1264,4,3
1265,7,6
1266,6,5
1267,1,0
1268,8,7
1269,1,0
1270,6,5
1271,2,1
1272,4,3
1273,7,6
1274,3,2
1275,5,4
1276,1,0
1277,7,6
1278,5,4
1279,7,6
1280,7,6
